Full Text,,,,,Fact,Fake,Unverified
"Baru2 ini, penggunaan bakteri Wolbachia untuk melawan DBD menimbulkan polemik. Namun, di Kota Jogja, penggunaan Wolbachia terbukti mampu menurunkan jumlah kasus DBD, dari 1.705 kasus pada 2016 menjadi 67 kasus tahun ini.  https://t.co/z2wcp4hrIq",,,,,1,0,0
"Kalau Wolbachia gak punya efek samping negatif, kirim jutaan telur Wolbachia ke gudangnya penderita DBD di Indonesia: Nusa Tenggara Timur  Malaria Flobamora IDI Kemenkes #AniesMuhaimin2024 #AMINTerbaikUntukIndonesia #AminPalingSiapUntukIndonesia PBNU https://t.co/HjYsMnILMv",,,,,0,0,1
5. [HOAKS] Menko Marves Luhut Binsar Pandjaitan Buka Suara ttg Skenario Pilpres 2024 https://t.co/OVwPnnYIpG  6. [HOAKS] Inovasi Wolbachia yg Bertujuan utk Pengendalian Wabah Penyakit DBD https://t.co/O6pymQuQnS  DirJen Aptika KemKominfo RI @aduankonten https://t.co/QKjEyF3aRB,,,,,1,0,0
"#NyamukWolbachia #dbd  #aedesaegypti #Kemenkes #Jentik  Proses Kerja Wolbachia pada Nyamuk, Inovasi Baru yang Tuai Pro Kontra Warga +62 https://t.co/wWIMd3zLnt",,,,,1,0,0
"Ini adalah langkah yang luar biasa! Kemenkes menghadirkan nyamuk Wolbachia untuk melawan DBD. Semoga dengan kehadiran mereka, penyebaran DBD bisa dikendalikan dan kita semua bisa hidup lebih sehat.",,,,,0,0,1
Peneliti UGM Pastikan Penyebaran Nyamuk Wolbachia Kurangi 86% Rawat Inap Pasien DBD https://t.co/fakzVmkRbi,,,,,1,0,0
"Sikap sembunyi sembunyi dan nyaris tanpa sosialisasi yg memadai, penyebaran nyamuk wolbachia dicurigai pertama tama bukan utk pengendalian Dbd tp ada maksud lain, cuan misalnya..😠🤔😢",,,,,0,1,0
Nyamuk Wolbachia Diharap Mampu Kurangi Wabah DBD  https://t.co/E88TZWSgvN,,,,,1,0,0
"@riniagustina11 Seingat saya ini udah lama penelitiannya dan teruji kalau nyamuk yg bawa wolbachia efektif menekan penyebaran virus yg dibawa nyamuk lain, seperti DBD dan zika. Ngelepas spesies khusus gini evaluasinya ribet. Jadi kalau sampe bisa implementasi, saya yakin studinya udah lengkap",,,,,1,0,0
"Nyamuk Wolbachia Mahakarya Bill Gates Sebagai Pembasmi DBD, Uji Coba Berhasil di Yogyakarta  https://t.co/s46exOcSVe https://t.co/SGESbeNdGY",,,,,1,0,0
@Imperfect_Yy503 Knp harus Dengan nyamuk Wolbachia kalau penanganan DBD sudah bisa dikendalikan jng tertipu dengan Dajjal yg namanya nyamuk ttp aja ganggu aktivitas manusia,,,,,0,1,0
@RIIZE_official DISKUSI MALAM INI SOAL NYAMUK WOLBACHIA YANG MAU DIUJI COBA DI INDONESIA TERBUKTI BERPENGARUH MENGURANGI DBD DI JOGJA  MESKIPUN MASIH CENDERUNG PARANOIA NI RESPON MASYARAKATNYA ABIS COVID.  GW KEMANA AJA SI BARU TAU,,,,,0,0,1
"Nyamuk Wolbachia, Inovasi Baru yang Mampu Cegah DBD? https://t.co/Ue5v9WW1Tu",,,,,1,0,0
"Satu Dasawarsa Adopsi Nyamuk Wolbachia, Angka DBD Yogyakarta Disebut Turun Drastis https://t.co/3Q5WwAMKD5 #TempoTekno",,,,,1,0,0
Wolbachia: Harapan Baru Pencegahan DBD di Indonesia https://t.co/u8aTzXE9cc,,,,,1,0,0
Penggunaan nyamuk wolbachia untuk mencegah penyakit DBD disebut bakal dimulai di daerah Jakarta Barat pada Desember mendatang. Seperti apa metodenya? https://t.co/3YwiDuzuBD,,,,,1,0,0
"Hasil dari penyebaran nyamuk wolbachia sejak 2016, menurunkan insidensi DBD sebanyak 77 persen dan menurunkan risiko rawat inap sebanyak 86 persen. https://t.co/k9VEUeusG6",,,,,1,0,0
"Wolbachia Turunkan Kasus DBD di Yogyakarta, Terendah selama 10 tahun https://t.co/HS0Hi5kQDG",,,,,1,0,0
Teknologi wolbachia untuk mengendalikan DBD menuai pro-kontra. Warga Yogyakarta yang sudah bertahun-tahun hidup berdampingan dengan wolbachia angkat bicara.  https://t.co/ZIRWgoQsKU,,,,,0,0,1
8 Fakta Nyamuk Wolbachia Bill Gates yang Diklaim Bisa Turunkan Kasus DBD https://t.co/6gO0tgZ2aZ #TempoTekno,,,,,1,0,0
Pantesan jir akhir2 ini banyak bgt nyamuk di rumah. Mana gak mempan pake obat nyamuk semprot aerosol. Terpaksa pake obat nyamuk bakar 😌  Fakta-Fakta Nyamuk Wolbachia Penumpas DBD yang Disebar di 5 Kota https://t.co/Tp5AVV12u6,,,,,0,0,1
"Pengakuan Warga Yogyakarta, Hidup 'Berdampingan' dengan Nyamuk Ber-wolbachia  Teknologi wolbachia untuk mengendalikan DBD menuai pro-kontra. Warga Yogyakarta yang sudah bertahun-tahun hidup berdampingan dengan wolbachia angkat bicara.  &gt &gt https://t.co/iA7DoRFC01  #detikhealth",,,,,0,0,1
"Delapan Tahun Lepas Nyamuk Ber-#Wolbachia, Kota Yogyakarta Catatkan Rekor Kasus DBD Terendah Sepanjang Sejarah: Kota Yogyakarta menjadi kota pertama di Indonesia yang mengimplementasikan teknologi nyamuk ber-#Wolbachia dalam pengendalian demam berdarah… https://t.co/lEXio84irG https://t.co/jb4NVrWgs3",,,,,1,0,0
"Tekan Kasus DBD, Nyamuk Wolbachia Tidak Hanya Menghisap Darah https://t.co/Pzot677F01",,,,,0,1,0
"Warga Ujungberung sudah tau belum Kalo pemerintah ada program ternak nyamuk Wolbachia di Kecamatan Ujungberung.  Niatnya bagus, yakni until memberantas penyebaran nyamuk DBD  Tapi ada beberapa kontroversi, bahwa nyamuk ini dapat mengganggu keseimbangan ekosistem  #ujungberung https://t.co/CEHBzVfw5a",,,,,1,0,0
"Yuk, saksikan video berikut untuk mendapat jawaban selengkapnya.  #ugm #fkkmkugm #tropmed #tropmedugm #tropmedask #arbovirus #dengue #wolbachia #DBD #DemamBerdarah #WolbachiaNyamukBaik https://t.co/guCVjhEFnz",,,,,0,0,1
"Program Penebaran Nyamuk Wolbachia Untuk Tekan DBD, Apa Itu? https://t.co/RvN1QLBLOX",,,,,0,0,1
Pelepasan nyamuk Wolbachia sudah masuk ke dalam salah satu strategi penanganan kasus demam berdarah dengue atau DBD di Indonesia. https://t.co/vFVHp49CGG,,,,,1,0,0
"Tanggapan Anda jika nyamuk wolbachia disebar di tempat Anda? A. Setuju, agar DBD berkurang B. Tidak setuju, takut virus masih bisa menyebar C. Ragu-ragu, belum tentu efektif",,,,,0,0,1
"Kementerian Kesehatan (Kemenkes) menyebar nyamuk Wolbachia untuk menekan penyakit demam berdarah dengue (DBD) di lima kota Indonesia. Lalu, apakah nyamuk ini berbahaya bagi manusia seperti yang dikhawatirkan masyarakat umum? Simak Informasinya di #GDS w/ Audy Nugraha https://t.co/ScPXuiGWeH",,,,,0,0,1
Pj Gubernur Jabar Setuju Penggunaan Wolbachia untuk Tekan DBD https://t.co/jPILEEMM5a,,,,,0,0,1
"Jawa Barat Gunakan Metode Wolbachia Cegah DBD, Bey Machmudin: Sudah Diuji https://t.co/B28W9VYkfh",,,,,1,0,0
Bey Machmudin Dukung Metode Wolbachia Cegah DBD di Jabar  Selengkapnya di https://t.co/EmHeFTWhuA #JabarJuaraIndonesiaJuara #JabarJuaraLahirBatin https://t.co/oQfTGD1Kdr,,,,,0,0,1
Penjabat Gubernur Bey Machmudin mendukung penerapan metode wolbachia yang dikembangkan Kementerian Kesehatan untuk mencegah kasus demam berdarah dengue (DBD) di Jabar.  https://t.co/lJG3Ktvf8T,,,,,0,0,1
penyumbang-kasus-dbd-terbesar-di-jabar-nyamuk-wolbachia-disebar-ke-kota-bandung https://t.co/UGaOn1Q0Qq,,,,,0,0,1
"Inovasi wolbachia diharapkan dapat menekan penularan DBD. Berdasarkan riset yang ada, ilmuwan UGM mengklaim risiko intervensi wolbachia 'dapat diabaikan'. https://t.co/GsCXj8qInw",,,,,1,0,0
"Sebar di 5 Kota, Kemenkes Klaim Nyamuk Wolbachia Mampu Tekan Kasus DBD https://t.co/DEjfqbM2iz",,,,,1,0,0
"Cara Kerja Nyamuk Wolbachia yang Diklaim Bisa Atasi DBD, Gak Bahaya Ta?  https://t.co/EzqpXeECpu",,,,,1,0,0
Mengenal Nyamuk Wolbachia yang Disebar Kemenkes untuk Cegah DBD https://t.co/vdbSXut37s,,,,,0,0,1
Pembagian Nyamuk Wolbachia Untuk Pencegah Kasus DBD di Kota Kupang https://t.co/FUmjsMcJ8x,,,,,0,0,1
IDI Kota Semarang: Nyamuk Wolbachia Efektif Turunkan DBD https://t.co/eSiLfEpfij https://t.co/1BKRdUCPI3,,,,,1,0,0
Kemenkes Terapkan Inovasi Teknologi Wolbachia untuk Turunkan Penyebaran DBD | https://t.co/xqGrjAIh8e,,,,,1,0,0
"Tidak Hanya DBD, Ini Sederet Penyakit yang Bisa Dicegah Menggunakan Inovasi Wolbachia https://t.co/S6dqDcQ3vh",,,,,0,0,1
Silakan baca. Wolbachia di Singapura ternyata tidak menurunkan jumlah infeksi DBD!,,,,,0,1,0
Penambahan Wolbachia ini bertujuan untuk mengurangi kemampuan nyamuk tersebut untuk menyebarkan virus demam berdarah. #layarnews #referensi #berita #news #dbd #nyamukdbd #nyamukwolbachia https://t.co/rerbdBMbCp,,,,,1,0,0
Bey Machmudin Dukung Metode Wolbachia Cegah DBD di Jabar https://t.co/uUZP49VDmC,,,,,0,0,1
"Lalu, bagaimana jawaban selengkapnya? Saksikan videonya hingga usai ya.    #ugm #fkkmkugm #tropmed #tropmed_ugm #TropmedStories #arbovirus #dengue #wolbachia #DBD #DemamBerdarah #WolbachiaNyamukBaik https://t.co/eZVlSjSWjU",,,,,0,0,1
"bahwa penyebaran Nyamuk Wolbachia ini bukanlah solusi akhir untuk mengatasi DBD. Meskipun dapat mengurangi populasi nyamuk Aedes aegypti yang menyebarkan virus DBD, tetapi tetap diperlukan upaya pencegahan lainnya seperti pengendalian vektor dan kesadaran",,,,,1,0,0
"Mengenal Nyamuk Wolbachia, Nyamuk yang Diklaim Pengendali DBD https://t.co/ygVzkADdHd lewat @sekbernews https://t.co/HDCswAlp2Q",,,,,1,0,0
"Antara tahun 2018 dan 2021, “World Mosquito Program” telah melepaskan Nyamuk Wolbachia di Sri Lanka.  Hasil pada tahun 2023: 💥Peningkatan💥 kasus DBD sebanyak 3 kali lipat.  Rincian dalam artikel: https://t.co/xeYaLxFqxI",,,,,1,0,0
Cara Kerja Nyamuk Wolbachia Hambat Sebaran DBD https://t.co/rus9i8bTJM,,,,,1,0,0
"Penyebaran nyamuk Wolbachia digunakan untuk mengendalikan kasus DBD. Setelah penyebarannya di wilayah Jogja, belum ditemukan dampak negatif. Lantas, mengapa Bali masih menolak nyamuk Wolbachia?  https://t.co/eok0YjAPOr",,,,,1,0,0
"Ada banyak hoaks terkait teknologi nyamuk wolbachia. Meski sebenarnya untuk mengendalikan DBD, ada narasi yang mengaitkannya dengan LGBT dan misi Bill Gates.  https://t.co/RoE1jdbZpg",,,,,1,0,0
"Nyamuk Wolbachia Dinarasikan Misi Bill Gates Sebar Gen LGBT, Ilmuwan Pastikan Hoax!  Ada banyak hoaks terkait teknologi nyamuk wolbachia. Meski sebenarnya untuk mengendalikan DBD, ada narasi yang mengaitkannya dengan LGBT.  &gt &gt  https://t.co/uwewDrwMlj  #detikhealth",,,,,1,0,0
Kontroversi Penggunaan Wolbachia di Indonesia untuk Perangi DBD https://t.co/1JULCWsb1o,,,,,1,0,0
Inovasi Kemenkes menyebar nyamuk Wolbachia di lima kota adalah langkah proaktif dalam penanggulangan DBD. Penggunaan Wolbachia tanpa rekayasa genetik pada nyamuk menunjukkan pendekatan ramah lingkungan. Harapan penurunan kasus DBD dapat terwujud dengan efektivitas teknologi ini. https://t.co/sGHLLVjXxG,,,,,1,0,0
"Bukan Hanya Indonesia, 13 Negara Ini Pakai Wolbachia untuk Perangi DBD https://t.co/rmZ1F1DKNU",,,,,1,0,0
"Digigit Nyamuk Wolbachia Vs Nyamuk Biasa, Bentolnya Berbeda? Ini Kata Peneliti  Heboh pelepasan nyamuk ber-wolbachia untuk menangkal demam berdarah dengue (DBD). Seperti apa sih efek samping gigitan nyamuk ber-wolbachia? Ini jawabannya.  &gt &gt  https://t.co/AYboHISo9O  #detikhealth",,,,,1,0,0
"Memasuki musim penghujan Kementerian Kesehatan akan melakukan pencegahan dan pengurangan penyebaran demam berdarah dengue (DBD), dengan menyebarkan telur nyamuk wolbachia. https://t.co/nltS9ZCmBB",,,,,1,0,0
Kementerian Kesehatan menerapkan inovasi teknologi wolbachia untuk menurunkan penyebaran Demam Berdarah Dengue (DBD) di Indonesia. https://t.co/G0YTz7P6Yb,,,,,1,0,0
"Mengenal Wolbachia, Bakteri yang Mampu Menekan Penyebaran DBD https://t.co/hsuNbWjlyd",,,,,1,0,0
"Dalam beberapa waktu belakangan, marak informasi tentang pro kontra penggunaan inovasi teknologi nyamuk wolbachia di Indonesia. Padahal, inovasi yang satu ini telah disetujui oleh Kementerian Kesehatan untuk menurunkan penyebaran Demam Berdarah Dengue (DBD). ___ #vivacoid #dbd https://t.co/hay7tve5p7",,,,,1,0,0
"Menanggapi kekhawatiran nyamuk wolbachia bisa berbahaya, Kemenkes meyakinkan masyarakat bahwa metode ini sudah teruji menurunkan kasus DBD. https://t.co/akNAR7BnEZ",,,,,1,0,0
Kemenkes Tebar Nyamuk Wolbachia di 5 Kota untuk Lawan DBD  Kementerian Kesehatan RI (Kemenkes) melakukan pilot project penanggulangan demam berdarah dengue (DBD) dengan nyamuk wolbachia di lima kota.  &gt &gt https://t.co/9YInUgB1xn  via  @detikHealth,,,,,1,0,0
"Gaduh Nyamuk Wolbachia untuk Tangkal DBD, PB IDI Angkat Bicara  Pelepasan nyamuk wolbachia belakangan memicu kegaduhan. Banyak informasi simpang siur yang memicu kekhawatiran masyarakat. Ikatan Dokter Indonesia buka suara.  &gt &gt  https://t.co/EiZIJ1JSeW  #detikhealth",,,,,1,0,0
"Viral Nyamuk Wolbachia, Apa Itu? Disebut Bisa Lawan DBD, Ini Faktanya!  https://t.co/x2MLPBnIlt  Editor : jabar ekspres / Atep Hilmansyah #jabarekspres #Viral #Demamberdarah #Kesehatan #nyamukWolbachia",,,,,1,0,0
"Riset Nyamuk Wolbachia RI Sudah Sejak 2011, Ini Tahapan dan Hasilnya  Riset inovasi teknologi wolbachia di Indonesia ternyata sudah ada sejak dari 2011 untuk memberantas demam berdarah dengue (DBD). Begini tahapan lengkapnya.  &gt &gt  https://t.co/mpUNgUFjEG  via @detikHealth",,,,,1,0,0
Riset inovasi teknologi wolbachia di Indonesia ternyata sudah ada sejak dari 2011 untuk memberantas demam berdarah dengue (DBD). Begini tahapan lengkapnya.  https://t.co/W9bWvrY3TG,,,,,1,0,0
Begini Cara Nyamuk Wolbachia Bekerja untuk Atasi DBD  https://t.co/d9J4Gmdb9I,,,,,1,0,0
Begini Cara Nyamuk Wolbachia Bekerja untuk Atasi DBD  https://t.co/jEufU9p83W,,,,,1,0,0
Rahmad Dorong Masifkan Sosialisasi Manfaat Bakteri Wolbachia Untuk Pencegahan DBD https://t.co/gzzjSAbUzt,,,,,1,0,0
"Tengah Disorot karena akan Dilepaskan, Ini Dia Nyamuk Wolbachia yang Dinilai Mampu Basmi DBD    https://t.co/pA23vmmiyB",,,,,1,0,0
Fakta-Fakta Nyamuk Wolbachia Penumpas DBD yang Disebar di 5 Kota https://t.co/31GycV4Z64,,,,,1,0,0
Mantan Menteri Kesehatan Siti Fadillah Supari ikut mempertanyakan langkah pengendalian demam berdarah dengue (DBD) dengan cara tersebut.  #rakyatmerdeka #dbd #Wolbachia  https://t.co/xwG5Aksxsj,,,,,0,0,1
"Kebijakan Pemerintah, melalui Kementerian Kesehatan (Kemenkes) yang menyebarkan nyamuk wolbachia ke beberapa wilayah, menuai kontroversi.  #rakyatmerdeka #dbd #wolbachia  https://t.co/8MBOgvN2uh",,,,,0,0,1
"Viral Nyamuk Wolbachia, Apa Itu? Disebut Bisa Lawan DBD, Ini Faktanya!  https://t.co/mwrxP1Jdrr  #radarjabar #viral #NyamukWolbachia #DBD #Bakteri #Selasa",,,,,1,0,0
Infografis Heboh Pelepasan Nyamuk Wolbachia Tekan Kasus DBD https://t.co/v9EUAucb32,,,,,1,0,0
Kementerian Kesehatan RI (Kemenkes) melakukan pilot project penanggulangan demam berdarah dengue (DBD) dengan nyamuk wolbachia di lima kota. https://t.co/RFO0CAJR0N,,,,,1,0,0
bahwa penyebaran Nyamuk Wolbachia bukanlah satu-satunya solusi mengatasi DBD. Peran masyarakat dalam menjaga kebersihan lingkungan dan menghindari genangan air menjadi faktor penting dalam pencegahan penyakit ini. Mari kita semua bekerja sama untuk,,,,,1,0,0
"Nyamuk Wolbachia, Harapan Indonesia Perangi Demam Berdarah  #DBD #nyamuk #wolbachia #Aedesaegypti https://t.co/lb2ZOsPs9D",,,,,1,0,0
"Ilmuwan menyebut inovasi teknologi wolbachia tak hanya menurunkan penyebaran penyakit DBD, tetapi juga berdampak pada penyakit zika hingga chikungunya. https://t.co/BCwl3saYT2",,,,,0,1,0
"3 Fakta soal Nyamuk dengan Bakteri Wolbachia, Benarkah Bisa Mencegah Penyebaran DBD? https://t.co/WyHh8IPVSx",,,,,1,0,0
"Metode memberantas DBD dengan menyebarkan nyamuk wolbachia ditentang sejumlah kalangan. Mungkin tak banyak yang tahu, ada ilmuwan Indonesia di balik wolbachia. https://t.co/5nmRgzXBUf",,,,,1,0,0
"Mengenal Nyamuk Wolbachia, Efektif Perangi DBD? https://t.co/A4Q7sn7vaF",,,,,1,0,0
"HEADLINE: Heboh Pelepasan Nyamuk Wolbachia Tekan Kasus DBD, Sosialisasinya? https://t.co/t7mnbAp7Lq",,,,,1,0,0
Kemenkes Tegaskan Tidak Ada Rekayasa Genetika dalam Teknologi Wolbachia  #wolbachia #dbd @KemenkesRI  https://t.co/ktUnGzdk9a,,,,,1,0,0
"HEADLINE: Heboh Pelepasan Nyamuk Wolbachia Tekan Kasus DBD, Sosialisasinya? https://t.co/YPEwQXquhe",,,,,1,0,0
"Bill Gates, sosok yang mensponsori penggunaan nyamuk wolbachia untuk memberantas DBD di Indonesia tampaknya harus bekerja lebih keras meyakinkan masyarakat. https://t.co/TjPKKwHrVQ",,,,,1,0,0
Cara Kerja Nyamuk Wolbachia Atasi Penyebaran DBD https://t.co/Ugquxuo1Zz,,,,,1,0,0
"Baru-baru ini dunia kesehatan Tanah Air dibuat heboh oleh nyamuk wolbachia yang disebut-sebut efektif untuk menurunkan penyebaran kasus demam berdarah dengue (DBD). Meski begitu, penggunaan nyamuk wolbachia di Indonesia menuai banyak pro dan kontra. https://t.co/pqKG2obb1h https://t.co/CZS9qAWtIp",,,,,1,0,0
"Nyamuk wolbachia disebut ampuh menekan DBD di RI. Belakangan muncul narasi yang menyebut, metode ini bisa memunculkan wabah penyakit baru. Begini kata peneliti. https://t.co/hf0iTn8J92",,,,,1,0,0
"Di indonesia sendiri, Nyamuk Wolbachia telah disebar di Yogyakarta, setlah diteliti, ternyata hasilnya mengejutkan, Kasus DBD turun sampai 77 persen. Tahun ini akan disebar di Bali, hal itu pun sdh disetujui oleh PJ. Gubernur Bali. Walaupun banyak kontroversi. . . https://t.co/LryuoLE6oO",,,,,1,0,0
"Berawal dari proyek yg dikembangkan World Mosquito Program (WMP) yaitu perusahaan milik Monash University. Sebenarnya nyamuk Wolbachia diperuntukkan untuk menurukan penyebaran nyamuk DBD, Demam kuning &amp  chikungunya. . . https://t.co/SnZ46y7KTr",,,,,1,0,0
Kemenkes Klaim Nyamuk dengan Wolbachia 77% Efektif Lawan DBD https://t.co/11kqxvEJ7B,,,,,1,0,0
"Simak liputan edisi pertama langsung dr UGM Yogyakarta, tempat ternak nyamuk baik wolbachia yg terbukti efektif jangka panjang (sdh terpublikasi jurnal internasional) dpt menurunkan 80-90% angka kesakitan, perawatan rmh sakit, dan penggunaan fogging pd DBD https://t.co/C6L1q1jVh5",,,,,1,0,0
"Kemenkes Sebar Nyamuk Wolbachia di 5 Kota, Dinilai Efektif Lawan DBD https://t.co/N3hMrODd66",,,,,1,0,0
"Jangan Panik, Gigitan Nyamuk Wolbachia Memang Bikin Bentol tapi Tak Tularkan Virus DBD https://t.co/RvWHND5ALm",,,,,1,0,0
"@dokter_kampung Ini gmn maksudnya sih dok,penyebaran nyamuk wolbachia, terus cara menghambat dbd nya mekanisme nya gmn,? Apa antara nyamuk wolbachia dan nyamuk dbd tawuran atw gmn.",,,,,0,0,1
Peneliti UGM Sebut Nyamuk Wolbachia Efektif Tekan Angka DBD https://t.co/A7XWLCwdyS,,,,,1,0,0
"Jadi jelas ya, pengembangan nyamuk wolbachia dilakukan dengan tujuan baik yakni menekan DBD   Mengenai pro &amp  kontra yg berkembang soal rekayasa genetika pada nyamuk wolbachia   Dipastikan tidak benar ❌  Sebab, semua prosesnya dilakukan secara alami &amp  tanpa manipulasi https://t.co/qkCOPw9JGN",,,,,1,0,0
"Saat ini, penyebaran nyamuk wolbachia untuk mencegah DBD telah dilakukan di beberapa negara &amp  terbukti efektif   Di Indonesia, penyebaran nyamuk wolbachia diterapkan di 5 kab/kota, salah satunya Yogyakarta  Bagaimana hasilnya?   📌 77% kasus DBD dan 86% perawatan di RS turun ✨ https://t.co/9QWGIjHV4B",,,,,1,0,0
"Mengenal Nyamuk Wolbachia Buatan Bill Gates, Diklaim Dapat Basmi DBD  Apa itu nyamuk Wolbachia? Apakah aman bagi kesehatan manusia atau sebaliknya? 🦟  &gt &gt  https://t.co/TxHb3Jg6Ra  Via @detik_edu",,,,,0,0,1
@hasnazilann gabakal dbd kan ada wolbachia,,,,,1,0,0
"Berdasarkan penelitian, jika nyamuk berbakteri Wolbachia kawin dengan nyamuk Aedes Aegypti, maka bakteri tersebut dapat menekan virus dengue penyebab DBD https://t.co/i7TlO5scmj",,,,,1,0,0
Nyamuk Wolbachia Tak Hanya Bisa Turunkan Kasus DBD tapi Juga Zika dan Chikungunya https://t.co/T7FcBsNPde,,,,,0,0,1
"Kemenkes Ungkap Nyamuk Wolbachia Dapat Atasi DBD, Terbukti di 9 Negara https://t.co/Uif6U7C9g6",,,,,1,0,0
"Yuk, cegah DBD dengan menerapkan Teknologi Wolbachia!  #Wolbachia #AnakSehat #AyoSehat",,,,,1,0,0
"Hi Healthies,  Demam Berdarah Dengue (DBD) merupakan penyakit disebabkan oleh Virus Dengue yang ditularkan melalui nyamuk Aedes aegypti. Untuk mengendalikan kasus DBD, pemerintah Indonesia mengenalkan Teknologi Wolbachia yang telah terbukti efektif mampu menurunkan kejadian DBD. https://t.co/XowJOdhJjt",,,,,1,0,0
"@gusdeparta @tamim_pardede @PartaiSocmed Wolbachia ini dah diterapkan di Jogja beberapa tahun yll. Alhamdulillah, jaman covid kami ga harus dealing sama DBD juga. Ga kebayang kalo barengan..",,,,,1,0,0
"Pakar UGM Ungkap Fakta Nyamuk Wolbachia, Solusi Efektif Tekan Kasus DBD https://t.co/teFSAUkqJa #TrenAsia",,,,,1,0,0
"Fakta Nyamuk Wolbachia, Si Kecil Pencegah DBD https://t.co/m7elqqqET2 https://t.co/44hp0eG0In",,,,,1,0,0
Kenapa Nyamuk Wolbachia Bisa untuk Mengurangi Penyakit DBD? Ini Penjelasannya https://t.co/IZMy03Ym4U,,,,,1,0,0
"Dinkes DKI Sudah Sebar Nyamuk Wolbachia di Jakbar, Harap Tekan DBD https://t.co/njPTRSuiKP",,,,,1,0,0
"Nyamuk Wolbachia Sudah Disebar di Jakarta, Dinkes: Untuk Kurangi DBD https://t.co/QgVcksa9bY",,,,,1,0,0
"Nyamuk Wolbachia Sudah Disebar di Jakarta, Dinkes: Untuk Kurangi DBD https://t.co/dhlgNrt39y",,,,,1,0,0
"Mulai Ramai Pembahasan Nyamuk Wolbachia, Benarkah Ada dan Efektif Atasi DBD?""  Kementerian Kesehatan RI mengatakan inovasi teknologi wolbachia ini mampu menurunkan penyebaran Demam Berdarah Dengue (DBD).  https://t.co/UHbRHr6Bet lewat @tribunjualbeli""",,,,,1,0,0
"Dengan hasil positif yang telah dicapai di berbagai negara, Kemenkes yakin teknologi wolbachia menjadi sebuah terobosan penting dalam upaya mengatasi demam berdarah dengue (DBD). #inibaruid https://t.co/E1trAGzTZU",,,,,1,0,0
Penelitian: Nyamuk Wolbachia memang menurunkan DBD namun terbukti meningkatkan virus lain. Risiko ini disembunyikan oleh @KemenkesRI dan berpotensi menimbulkan pandemi baru. https://t.co/nxsJlM1zX6 https://t.co/nz0CnVdbGD,,,,,0,1,0
"@rickasun09 @Hanya_Alina @dokterapin Saya cuma menyampaikan berdasarkan apa yang sudah dilakukan di daerah saya tentang nyamuk wolbachia, bahkan program penyebaran jentik nyamuk tersebut bukan 1 ato 2 bulan kebelakang tapi udah dilakukan tahun lalu. Dan hasilnya ada secara kasus DBD didaerah saya menurun.",,,,,1,0,0
"Apa Itu Nyamuk Wolbachia Karya Bill Gates Untuk Pembasmi DBD, Ini Penjelasan Kemenkes https://t.co/VfqxSxKYtX",,,,,1,0,0
"Apa Itu Nyamuk Wolbachia Karya Bill Gates Untuk Pembasmi DBD, Ini Penjelasan Kemenkes https://t.co/SkF65x6Fqj",,,,,1,0,0
"Apa Itu Nyamuk Wolbachia Karya Bill Gates Untuk Pembasmi DBD, Ini Penjelasan Kemenkes https://t.co/kcYrai62Vo",,,,,1,0,0
"7 Fakta Nyamuk Wolbachia untuk Basmi DBD, Bukan Hasil Genetika https://t.co/wxDIWPo7Vr",,,,,1,0,0
Kementerian Kesehatan RI memastikan penyebaran nyamuk wolbachia efektif untuk mengatasi kasus demam berdarah dengue (DBD). Ini dilakukan dengan menggunakan teknologi perkawinan nyamuk wolbachia.⁣ 🦟 ⁣ Perkawinan nyamuk dengan teknologi wolbachia memungkinkan nyamuk tidak dapat… https://t.co/8ud0OaAX2v,,,,,1,0,0
"TENTANG SEBARAN JENTIK WOLBACHIA  Menurut opini saya, berita media tentang Nyamuk Wolbachia hal paling gak jelas.  Kalo tujuan penyebarannya untuk penanggulangan DBD, ya tinggal sebar aja, kenapa terkesan jadi program menkes, bahkan wajib banget woro-woro lewat media?",,,,,1,0,0
"Terus, bagaimana ya nasib"" beliau sekarang? Mau tahu jawabannya? Saksikan video berikut hingga tuntas yaa.  #ugm #fkkmkugm #tropmed #tropmed_ugm #arbovirus #dengue #wolbachia #DBD #DemamBerdarah #WolbachiaNyamukBaik https://t.co/YSV24PHuNX""",,,,,0,0,1
"Ditolak Warga Bali, 4.100 Nyamuk Wolbachia Justru Disebar di Jakarta Barat  Kemenkes menggulirkan program wolbachia untuk mengatasi demam berdarah dengue (DBD)  https://t.co/98J8vJiVAn",,,,,1,0,0
"@novi_km @FeniksFireBird @Opposite6888 @gibran_tweet @jokowi Orang2 udh ngomongin wolbachia utk atasi DBD, AI, 5G.... Anjing suharto masih aja ngomong PKI",,,,,1,0,0
Belakangan heboh soal nyamuk wolbachia yang disebar untuk menekan kasus DBD di Indonesia. Seperti apa cara kerjanya? Benarkah nyamuk ini hasil rekayasa genetik? https://t.co/D4uYByTUGP,,,,,0,1,0
Apakah Benar Nyamuk Wolbachia Efektif Turunkan Kasus DBD? Ini Kata Kemenkes! https://t.co/xkDP7FKlLc,,,,,1,0,0
"Nah, untuk mengetahuinya langsung aja tonton penuturan peneliti Pusat Kedokteran Tropis UGM, dr. Riris Andono Ahmad, MPH PhD berikut ini....  #ugm #fkkmkugm #tropmed #tropmed_ugm #arbovirus #dengue #wolbachia #DBD #DemamBerdarah #WolbachiaNyamukBaik https://t.co/NQBXWgnNiI",,,,,0,0,1
