label,full_text,preprocessed_column
1,Kemenkes memastikan penerapan inovasi Wolbachia untuk menekan kasus demam berdarah dengue (DBD) di Indonesia aman untuk manusia dan telah dibuktikan melalui penelitian.  Laman #infografik: https://t.co/rRwvid1X8O https://t.co/40wmuVwnSV,kemenkes terap inovasi wolbachia tekan demam darah dengue dbd indonesia aman manusia bukti teliti laman
1,MENTERI Kesehatan Budi Gunadi Sadikin mengatakan implementasi teknologi  nyamuk dengan bakteri wolbachia berhasil menurunkan incidence rate Demam  Berdarah Dengue (DBD) di Yogyakarta.   Sumber: https://t.co/Z3TRZGgE46,menteri sehat budi gunadi sadikin implementasi teknologi nyamuk bakteri wolbachia hasil turun incidence rate demam darah dengue dbd yogyakarta sumber
1,Wingko Semarang : Wolbachia ing Semarang  Pengentasan DBD melahirkan sebuah inovasi metode baru yakni melalui wolbachia yang terkandung dalam nyamuk. Selengkapnya saksikan di youtube : Semarang Pemkot  @dkksemarang @MbakIta_SMG  @PemkotSmg  @PemkotSemarang https://t.co/UTSk7JgB2H,wingko semarang wolbachia ing semarang entas dbd lahir inovasi metode wolbachia kandung nyamuk lengkap saksi youtube semarang pemkot
1,#RilisSehat  Bakteri Wolbachia Turunkan Kematian Akibat DBD @KemenkesRI   https://t.co/VBkt601JJc https://t.co/beL942F1T6,bakteri wolbachia turun mati akibat dbd
1,@DokterTifa Bukannya wolbachia cm makan virus DBD tanpa efek samping ya? Pakar UGM juga udh bilang kok kalau wolbachia aman,wolbachia cm makan virus dbd efek samping ya pakar ugm udh bilang wolbachia aman
1,"Menkes Budi menyebut, upaya 10 menteri kesehatan sebelumnya tidak membuahkan hasil. Menurutnya frekuensi kesakitan DBD di Indonesia berada angka 28,5 per 100.000 populasi.  Jadi, menumpas DBD, nyamuk Wolbachia solusinya?  #DBD #NyamukWolbachia  https://t.co/LNrCimmnwv",menkes budi sebut upaya 10 menteri sehat buah hasil turut frekuensi sakit dbd indonesia angka 285 100000 populasi tumpas dbd nyamuk wolbachia solusi
1,"Bisa Tekan Penyebaran DBD, Kemenko PMK Dukung Implementasi Pemanfaatan Wolbachia  #DBD #Wolbachia https://t.co/4zUSFrX0Ys",tekan sebar dbd kemenko pmk dukung implementasi manfaat wolbachia
0,https://t.co/i18FtPMwKI  NGERI ?? NYAMUK REKAYASA BUATAN BILL GATES DISEBAR  DI IND…KOMJEN DHARMA &amp  DOKTER TIFA MENOLAK  !!!  #wolbachia #dbd #nyamuk #aedesaegypty #dharmapongrekun #drtifa #maiaaleldultv #maiaestianty #billgates #wmp #kemenkes #prokontra #nyamukbionic #heboh https://t.co/zFpWg2hOYB,ngeri nyamuk rekayasa buat bill gates sebar indkomjen dharma amp dokter tifa tolak
1,"Sudah 78 th Indonesia merdeka, tp sangat sedih msh byk warga terutama anak, sakit &amp  meninggal krn DBD. Wolbachia inovasi menurunkan kasus dan kematian DBD karya anak bangsa berbasis data hasil studi pnjng. Riset &amp  data dibantah jgn dgn narasi sesat, asumsi, provokasi tanpa bukti! https://t.co/jYFoMGY76G",78 th indonesia merdeka tp sedih msh byk warga anak sakit amp tinggal krn dbd wolbachia inovasi turun mati dbd karya anak bangsa bas data hasil studi pnjng riset amp data ban jgn dgn narasi sesat asumsi provokasi bukti
1,"@cccvp9097 @mozamozza770 @8angSaid @mr_banan12 @Abahpurwa1 @SangLangit01 @MDH__SNA Nyamuk Wolbachia justru untuk mengurangi DBD, bukan menyebar penyakit tidak jelas begini",nyamuk wolbachia kurang dbd sebar sakit
1,"@mozamozza770 @mr_banan12 @8angSaid @Abahpurwa1 @SangLangit01 @MDH__SNA Nyamuk Wolbachia justru untuk mengurangi penyakit DBD, dasar penyebar hoaks!",nyamuk wolbachia kurang sakit dbd dasar sebar hoaks
1,"Ramai Hoaks Nyamuk Wolbachia, DPR: Senjata Baru DBD Aman Dilakukan https://t.co/GJgPfLbUoR",ramai hoaks nyamuk wolbachia dpr senjata dbd aman
1,Kementerian Kesehatan menggelontorkan dana Rp16 miliar untuk uji coba inovasi nyamuk Wolbachia untuk menangani demam berdarah dengue (DBD). Nyamuk ber-Wolbachia diklaim mampu menekan laju kasus demam berdarah di Indonesia.  https://t.co/LNrCimmnwv,menteri sehat gelontor dana rp16 miliar uji coba inovasi nyamuk wolbachia tangan demam darah dengue dbd nyamuk berwolbachia klaim tekan laju demam darah indonesia
1,"Nyamuk Wolbachia Datang, DBD Hilang? https://t.co/kJRMdzEi2C",nyamuk wolbachia dbd hilang
1,Berdasarkan pernyataan Kementerian Kesehatan dalam surat resmi yang diterima oleh Kementerian Kominfo inovasi teknologi Wolbachia justru untuk menurunkan penyebaran Demam Berdarah Dengue (DBD) di Indonesia. https://t.co/1H3NkUjlaX,dasar nyata menteri sehat surat resmi terima menteri kominfo inovasi teknologi wolbachia turun sebar demam darah dengue dbd indonesia
1,"KELIRU, Klaim bahwa Pemberantasan Demam Berdarah Menggunakan Metode Wolbachia adalah Rekayasa Genetika #DBD #demamberdarah #Wolbachia #cekfakta #cekfaktatempo  https://t.co/DXLJxSQQuq",keliru klaim berantas demam darah metode wolbachia rekayasa genetika
1,Keajaiban Wolbachia: Si Avatar Pengendali DBD https://t.co/9szJvlsBhE #HLKompasiana,ajaib wolbachia si avatar kendali dbd
1,Nyamuk Wolbachia yang disebah di 5 wilayah  terbukti mampu menurunkan angka kejadian demam berdarah hingga 77% dan angka perawatan rumah sakit juga turun 86%. #LISA Hamas Tempe Pellistri #CHAEUNWOO Daesang DBD Wolbachia nyamuk #Pemilu https://t.co/hpIoC5C7qj,nyamuk wolbachia bah 5 wilayah bukti turun angka jadi demam darah 77 angka awat rumah sakit turun 86 hamas tempe pellistri daesang dbd wolbachia nyamuk
1,"Tahukah kamu, SohIB? #Wolbachia adalah bakteri alami pada 50% serangga &amp  berperan sbgai simbion (tnp dampak negatif)  Tujuan penerapan Wolbachia di Indonesia utk penanganan #DBD  Selengkapnya➡️ https://t.co/10OmNkoMHb  @kemenkes_ri #IndonesiaBaik #Nyamuk #DemamBerdarah #Kesehatan https://t.co/gjNmwc2HOu",tahu sohib bakteri alami 50 serangga amp peran sbgai simbion tnp dampak negatif tuju terap wolbachia indonesia utk tangan lengkap
1,"Ramai Penyebaran Nyamuk Wolbachia, 8 Cara Ini Juga Jitu untuk Cegah DBD https://t.co/RT7Rg160JC",ramai sebar nyamuk wolbachia 8 jitu cegah dbd
1,Keajaiban Wolbachia  Si Avatar Pengendali DBD https://t.co/R6MmFS4QYJ,ajaib wolbachia si avatar kendali dbd
1,VIDEO: Dinkes Kota Bandung Mulai Menyebar Telur Nyamuk Wolbachia Guna Tangani DBD https://t.co/pu3GUxZ6NN,video dinkes kota bandung sebar telur nyamuk wolbachia tangan dbd
0,@DokterTifa Business in politics? Wolbachia bacteri Cukup terbatas di Labor Penelitian. Bahaya kalau ditebar. Sementara kasus DBD sudah dibawah 1 %.,business in politics wolbachia bacteri batas labor teliti bahaya tebar dbd bawah 1
1,"Dalam kurun waktu 50 tahun terakhir, kasus DBD RI konsisten meningkat jauh dari batas maksimal WHO. Segala upaya telah dilakukan termasuk pemasangan klambu, fogging, sosialisasi 3M.***  https://t.co/6NhVTJbIV8  #Kemenkes #DBD #Nyamuk #Wolbachia https://t.co/vMwhrAR5ja",kurun 50 dbd ri konsisten tingkat batas maksimal who upaya pasang klambu fogging sosialisasi 3m
1,"3 Fakta Nyamuk Wolbachia, Apa Benar Bisa Mencegah Penyebaran DBD?                                   https://t.co/phVePvbEdX",3 fakta nyamuk wolbachia cegah sebar dbd
0,@Ngabila Ya Allah muncul lagi🥱🥱🙃 Kemarin promo vaksin c19 dan sekarang promo nyamuk Sy org awam aj ga percaya! Knapa? Nyamuk biasa sj sdh bikin wabah apalagi nyamuk wolbachia yg notabene ada virus utk anti dbd? nyamuk itu hidup dan dpt beradaptasi dan berkembang sendiri dirinya🥱🥱🙃,ya allah muncul kemarin promo vaksin c19 promo nyamuk sy org awam aj ga percaya knapa nyamuk sj sdh bikin wabah nyamuk wolbachia yg notabene virus utk anti dbd nyamuk hidup dpt adaptasi kembang
0,Ada lagi kerjaan orang pintar: 50 tahun tidak mampu mengatasi penyakit DBD. Rencana akan sebar nyamuk Wolbachia untuk mengurangi atau melemahkan nyamuk Aidhes agepty. Sebetulnya itu adalah kegagalan negara selama 50 tahun untuk mensejahterakan rakyat. Jika......,kerja orang pintar 50 atas sakit dbd rencana sebar nyamuk wolbachia kurang lemah nyamuk aidhes agepty gagal negara 50 sejahtera rakyat
0,"@Ngabila untuk terealisasinya percobaan ini, nanti tiba2 ada angka2 statistik peningkatan kasus DBD yang besar, lalu propaganda pemerintah harus segera menjalankan program percobaan nyamuk wolbachia...lalu...masuk pak ..eko....huehuehue..",real coba tiba2 angka2 statistik tingkat dbd propaganda perintah jalan program coba nyamuk wolbachialalumasuk ekohuehuehue
1,"Sebab, Bandung jadi kota pertama kasus DBD tertinggi di RI. Sebanyak 308 ember berisi telur nyamuk Wolbachia telah disebarkan di Kelurahan Pasanggrahan pada 31 Oktober 2023.  Simak selengkapnya dalam video ini detikers!   #detikjabar #bandung #ujungberung",bandung kota dbd tinggi ri 308 ember isi telur nyamuk wolbachia sebar lurah pasanggrahan 31 oktober 2023 simak lengkap video detikers
1,Wilayah Sukoharjo Tak Masuk Uji Coba Penyebaran Bakteri Wolbachia. #bakteriwolbachia #nyamuk #dbd #sukoharjo  https://t.co/E2jvF4sRRo,wilayah sukoharjo masuk uji coba sebar bakteri wolbachia
1,"Meski teknologi tentang wolbachia diklaim dapat menekan kasus DBD di Indonesia dan sudah ada risetnya sejak 2011, nggak sedikit masyarakat yang takut akan dampak risikonya terhadap kesehatan. #inibaruid https://t.co/oYWvPS5YfP",teknologi wolbachia klaim tekan dbd indonesia riset 2011 nggak masyarakat takut dampak risiko sehat
1,"Tekan Kasus DBD, Pemerintah Kota Bandung Tebar Telur Nyamuk Wolbachia https://t.co/GgtRTZpE8e",tekan dbd perintah kota bandung tebar telur nyamuk wolbachia
0,Sedang di kembangkan nyamuk Wolbachia utk menangkal wabah DBD apakah tidak malah menimbulkan masalah baru? Menambah banyak nyamuk apakah tidak menimbulkan masalah baru?,kembang nyamuk wolbachia utk tangkal wabah dbd timbul tambah nyamuk timbul
1,"Kementerian Kesehatan perlu mengedukasi dan sosialisasi ke masyarakat, tentang penanganan mengatasi DBD dengan penyebaran nyamuk Wolbachia. https://t.co/IFN2PBeZCK",menteri sehat edukasi sosialisasi masyarakat tangan atas dbd sebar nyamuk wolbachia
1,Menkes Budi Gunadi Tegaskan Penurunan DBD di Jogja Karena Penerapan Wolbachia UGM https://t.co/XiA9NAZlUn #beritajogja #jogja #jogjaistimewa https://t.co/Wi7WDJx5aM,menkes budi gunadi tegas turun dbd jogja terap wolbachia ugm
1,Kementerian Kesehatan di minta benar2 serius utk menuntaskan penanganan demam berdarah. Termasuk dgn tetap mengedukasi masyarakat. #Komisi9 DPR jg ingin mendengar penjelasan dr Kementerian Kesehatan secara detil terkait penyebaran nyamuk #Wolbachia yg disebut dpt memberantas DBD. https://t.co/jWopj24S03,menteri sehat benar2 serius utk tuntas tangan demam darah dgn edukasi masyarakat dpr jg dengar jelas dr menteri sehat detil kait sebar nyamuk yg dpt berantas dbd
1,"Untuk memberantas nyamuk Aedes Aegypti, Nur Nadlifah (Anggota Komisi IX DPR RI) minta Kemenkes serius dalam menuntaskan penanganan demam berdarah termasuk meninjau ulang penyebaran nyamuk Wolbachia dalam atasi DBD dan jangan sampai malah hadirkan penyakit baru #Komisi9 #Wolbachia https://t.co/wfyMmIJuMf",berantas nyamuk aedes aegypti nur nadlifah anggota komisi ix dpr ri kemenkes serius tuntas tangan demam darah tinjau ulang sebar nyamuk wolbachia atas dbd hadir sakit
1,"Kemenkes diminta benar² serius dalam menuntaskan penanganan demam berdarah.   Terkait penyebaran nyamuk #Wolbachia yg di sebut dapat memberantas DBD, sangat diperlukan penjelasan secara detail dari Kemenkes terkait hal ini. https://t.co/4ys7f0Bevn",kemenkes benar serius tuntas tangan demam darah kait sebar nyamuk yg berantas dbd jelas detail kemenkes kait
0,"Saya prnh dirawat DBD diberikan teman 1 sachet angkak takaran air 2 Botol sirop direbus jd 1 Botol habisin hari itu jg esoknya trombosit naik terus hingga 150.000(normal) sejak itu saya beli angkak utk nolong yg kena DBD, Wolbachia msh kontroversi mending tunda dulu pak..🙏",prnh rawat dbd teman 1 sachet angkak takar air 2 botol sirop rebus jd 1 botol habisin jg esok trombosit 150000normal beli angkak utk nolong yg kena dbd wolbachia msh kontroversi mending tunda
1,Menkes Sebut Sekitar 1.000 Orang di Indonesia Meninggal gegara DBD  Menkes menyebutkan teknologi wolbachia bisa menjadi salah satu solusi ampuh penanganan DBD. Namun bagaimana dengan program penanggulangan DBD lainnya?  &gt &gt  https://t.co/vrTZgLwr0Y  #detikhealth,menkes 1000 orang indonesia tinggal gegara dbd menkes teknologi wolbachia salah solusi ampuh tangan dbd program tanggulang dbd gt gt
1,Menkes menyebutkan teknologi wolbachia bisa menjadi salah satu solusi ampuh penanganan DBD. Namun bagaimana dengan program penanggulangan DBD lainnya?  https://t.co/0DOJOzyziv,menkes teknologi wolbachia salah solusi ampuh tangan dbd program tanggulang dbd
1,@DokterTifa menurut artikel di @disway pemberantasan dbd dengan wolbachia di beberapa tempat terbukti berhasil. kenapa sepertinya dokter tidak menyetujui itu?,artikel berantas dbd wolbachia bukti hasil dokter tuju
1,"Ternyata gak semua nyamuk jahat. Memang sih, karena kasus DBD yg terus meningkat &amp  kasus ini pasti disebabkan oleh nyamuk, jadi semua nyamuk kena fitnah deh  Sekarang ini ada yang namanya nyamuk baik, si Wolbachia. Malah nyamuk ini bisa menurunkan kasus DBD loh. Hah kok bisa? https://t.co/vATXSjDKGV",gak nyamuk jahat sih dbd yg tingkat amp sebab nyamuk nyamuk kena fitnah deh nama nyamuk si wolbachia nyamuk turun dbd loh hah
1,"Kasus DBD Menanjak Terus, Ini Alasan Pemerintah Gunakan Wolbachia  https://t.co/YvTR3jcnJp",dbd tanjak alas perintah wolbachia
1,"Sudah Ada Wolbachia, Peneliti Sebut Warga Harus Tetap Waspada terhadap DBD https://t.co/Wfs5eVNagy lewat @Indonesia Daily  #indonesiaupdate #indonesiareels #updatedunia #update #indonesiadaily #indonesiamaju #indonesiaupdates #instagram #viral #heboh #trending",wolbachia teliti warga waspada dbd daily
1,Menteri Kesehatan Budi Gunadi Sadikin menekankan efisiensi anggaran dalam penggunaan teknologi Wolbachia untuk mengatasi Demam Berdarah Dengue (DBD) d... https://t.co/aJ79w2Vucx,menteri sehat budi gunadi sadikin tekan efisiensi anggar guna teknologi wolbachia atas demam darah dengue dbd d
0,"Pernyataan Menkes SANGAT MENYESATKAN. Selama 50 tahun DBD  di Indonesia sdh sangat turun. Dari CFR 41% menjadi hanya 0,6%.  Menkes mau  menggiring masyarakat utk setuju dg penyebaran Ratusan Juta nyamuk WOLBACHIA  di Indonesia, Dan Vaksinasi Dengue jadi vaksin Wajib.  Catat. https://t.co/D2mJZnD06n",nyata menkes sesat 50 dbd indonesia sdh turun cfr 41 06 menkes giring masyarakat utk tuju dg sebar ratus juta nyamuk wolbachia indonesia vaksinasi dengue vaksin wajib catat
1,Inovasi Wolbachia Terbukti Aman untuk Jangka Panjang  #Wolchabia #NyamukWolchabia #DBD #VirusDBD  https://t.co/v03EfC8s1V,inovasi wolbachia bukti aman jangka
1,"Terkait nyamuk wolbachia yang kini marak disorot publik, Menkes mengungkap sulitnya menangani DBD di RI. Sudah 50 tahun, RI tak berhasil mengatasi penyakit ini. https://t.co/cwuN8q9Non",kait nyamuk wolbachia marak sorot publik menkes ungkap sulit tangan dbd ri 50 ri hasil atas sakit
1,"Langkah Baru Tekan DBD, Menkes Jelaskan Wolbachia Dalam Rapat di DPR https://t.co/GeFpr6apN8",langkah tekan dbd menkes wolbachia rapat dpr
1,"Menkes menjelaskan, kementeriannya tengah menerapkan sebuah teknologi baru dalam upaya menurunkan kasus DBD, yaitu Wolbachia. Wolbachia merupakan bakteria alami yang dapat menurunkan relikasi virus dengeu pada nyamuk Aedes Aegypti. Bakteri ini dimasukkan ke dalam tubuh nyamuk.",menkes menteri terap teknologi upaya turun dbd wolbachia wolbachia bakteria alami turun relikasi virus dengeu nyamuk aedes aegypti bakteri masuk tubuh nyamuk
1,"PROGRAM pengendalian Demam Berdarah Dengue (DBD) melalui metode  penyebaran nyamuk Wolbachia di Kota Kupang, Nusa Tenggara Timur (NTT)  mendapat penolakan dari warga.   Sumber: https://t.co/7bnPmx52s7",program kendali demam darah dengue dbd metode sebar nyamuk wolbachia kota kupang nusa tenggara timur ntt tolak warga sumber
1,Nyamuk Wolbachia Aman Tekan Penyebaran DBD #nyamuk #dbd #nyamukwolbachia  https://t.co/OYZKLcAlUn,nyamuk wolbachia aman tekan sebar dbd
1,Menkes menekankan inovasi nyamuk wolbachia sudah teruji dan aman untuk jangka panjang. Ia menilai bahwa teknologi ini bisa menjadi cara baru mengatasi DBD.  https://t.co/JdaDCV9ajz,menkes tekan inovasi nyamuk wolbachia uji aman jangka nilai teknologi atas dbd
1,Tantangan ini dibuat khusus untuk menjawab keresahan warganet tentang keamanan nyamuk ber-Wolbachia. Tonton hingga usai ya    #stophoax #ugm #fkkmkugm #tropmed #tropmedugm #bloodfeedchallenge #bloodfeed #arbovirus #dengue #wolbachia #DBD #DemamBerdarah #WolbachiaNyamukBaik https://t.co/RIovIx7aQ1,tantang khusus resah warganet aman nyamuk berwolbachia tonton ya
0,"@m_mirah Sepakat, Kak. Hanya pemerintah yg disorientasi yg setuju program nyamuk Wolbachia ini.Knp side effect dr hasil penelitian tdk dipublish &amp  dijadikan consent utk menolak program ini? Padahal dgn edukasi 3M ja dah mengurangi statistik penderita &amp  sebaran DBD di Indonesia.",sepakat kak perintah yg disorientasi yg tuju program nyamuk wolbachia iniknp side effect dr hasil teliti tdk dipublish amp jadi consent utk tolak program dgn edukasi 3m ja dah kurang statistik derita amp sebar dbd indonesia
1,Wajib tau... Berikut Fakta Nyamuk Wolbachia!  1.Bukan Rekayasa Genetik 2.Bikin Nyamuk Aedes Aegypti Mandul 3.Terbukti Turunkan DBD 4.Penelitian Sejak Tahun 2011 5.Lumpuhkan Virus Dengue  Tetap sehat dan jaga lingkungan sekitar ya warga 😊🙏🏻 https://t.co/hcnRACLn9j,wajib tau fakta nyamuk wolbachia 1bukan rekayasa genetik 2bikin nyamuk aedes aegypti mandul 3terbukti turun dbd 4penelitian 2011 5lumpuhkan virus dengue sehat jaga lingkung ya warga
0,@LuckyLudjaina @Nurulkjo1 @MprAldo @m_mirah @Nicho_Silalahi Iya ujungnya mmg hrs vaksin. Krn bakteri Wolbachia ini efeknya menyebabkan radang otak (Japanese Encephalitis Virus). JEV ini dah mulai dipublish yg akhirnya akan diwajibkan utk mencegah penularan JEV. Jd penyakit DBD hilang penyakit radang otak mjd pandemi baru.,iya ujung mmg hrs vaksin krn bakteri wolbachia efek sebab radang otak japanese encephalitis virus jev dah dipublish yg wajib utk cegah tular jev jd sakit dbd hilang sakit radang otak mjd pandemi
1,Inovasi Turunkan Tingginya Kasus DBD lewat Nyamuk dengan Wolbachia https://t.co/wybmMOEtD1 #TempoGaya,inovasi turun tinggi dbd nyamuk wolbachia
1,"Kadinkes Kota Bandung Pastikan Program Nyamuk Wolbachia Aman  “Kalau memang ini bisa diterapkan secara merata,  angka kasus bisa turun karena virus dengue sudah tidak ada. Lalu, fogging juga bisa berkurang,” #Berita #news #DBD #kesehatan #health #Bandung https://t.co/1HLTGpT5F7",kadinkes kota bandung pasti program nyamuk wolbachia aman terap rata angka turun virus dengue fogging kurang
1,"Lalu, apa itu Wolbachia dan bagaimana cara kerjanya? Cek informasinya yuk!  #Wolbachia #NyamukBaikWolbachia #Nyamuk #DBD #DemamBerdarah #InfoKesehatan #kesehatan https://t.co/ZAMHposkPs",wolbachia kerja cek informasi yuk
1,Lawan DBD dengan inovasi Wolbachia 🦟  DBD merupakan penyakit disebabkan oleh Virus Dengue yang ditularkan melalui nyamuk Aedes aegypti. Wolbachia telah terbukti efektif di 14 negara termasuk Indonesia (di wilayah Yogyakarta) dengan hasil pengurangan kasus DBD yang efektif. https://t.co/T17eWkI2Kp,lawan dbd inovasi wolbachia dbd sakit sebab virus dengue tular nyamuk aedes aegypti wolbachia bukti efektif 14 negara indonesia wilayah yogyakarta hasil kurang dbd efektif
1,Cara Kerja Nyamuk Wolbachia Turunkan Kasus DBD https://t.co/hbkiiDCeRD #TempoGaya,kerja nyamuk wolbachia turun dbd
1,Kemenkes Akan Sebar Nyamuk Wolbachia Secara Nasional untuk Cegah DBD  https://t.co/q8lnymPsEG,kemenkes sebar nyamuk wolbachia nasional cegah dbd
1,"Untuk mengendalikan DBD, Kemenkes menggunakan nyamuk wolbachia sebagai salah satu caranya. Proyek ini dijalankan di lima kota, yaitu Jakarta Barat, Bandung, Semarang, Bontang, dan Kupang🦟  Baca selengkapnya di https://t.co/bzWja1UAh3  #TRANS7Update #Sobat7JadiTau #DBD https://t.co/U2oLdxNpDu",kendali dbd kemenkes nyamuk wolbachia salah proyek jalan kota jakarta barat bandung semarang bontang kupang baca lengkap
1,"#infoSubang Pemkab Subang Gencarkan Sosialisasi Nyamuk Wolbachia, Cegah DBD.  Source : https://t.co/dhoUPqsowo",pemkab subang gencar sosialisasi nyamuk wolbachia cegah dbd source
1,"Berantas DBD Secara Nasional, Kemenkes Targetkan Sebar Nyamuk Wolbachia https://t.co/T3m2NYFFiw lewat @rakyatpembaruan.com",berantas dbd nasional kemenkes target sebar nyamuk wolbachia com
1,"Pemkab Subang Gencarkan Sosialisasi Nyamuk Wolbachia, Cegah DBD https://t.co/Cnt75XKe7h",pemkab subang gencar sosialisasi nyamuk wolbachia cegah dbd
0,"Saya baru tahu ttg info nyamuk wolbachia yg katanya bisa mengendalikan DBD,krn selama ini fokus Free Palestina🇵🇸😁😂Tadi abis nonton mu menang besar,sy lihat langsung lah feeling ini bahaya,mana otak yg pikir nyamuk wolbachia hapus nyamuk aedes dbd.kirim ke tel aviv,setuju gw😁😂 https://t.co/gp2mt2Jb7C",ttg info nyamuk wolbachia yg kendali dbdkrn fokus free palestinatadi abis nonton mu menang besarsy lihat langsung feeling bahayamana otak yg pikir nyamuk wolbachia hapus nyamuk aedes dbdkirim tel avivsetuju gw
0,"Indonesia kurang nyamuk apa itu buzzer=nyamuk,aya2 wae😁😂nyamuk wolbachia walau dibilang untuk pengemdalian DBD tapi riskan,sy setuju jangan dilepas.Kl resistan malah dia berkembang biak biang jd pandemik baru.Mending jaga kebersihan rumah,lingkungan,obat nyamuk cegah DBD,amin https://t.co/0WTjwz2Ve1",indonesia nyamuk buzzernyamukaya2 waenyamuk wolbachia bilang pengemdalian dbd riskansy tuju dilepaskl resistan kembang biak biang jd pandemik barumending jaga bersih rumahlingkunganobat nyamuk cegah dbdamin
1,Penyebaran Nyamuk Wolbachia untuk Atasi DBD di Denpasar Tuai Kritikan https://t.co/a9OvHiaac1,sebar nyamuk wolbachia atas dbd denpasar tuai kritik
1,Manusia Tetap Sehat Meski Digigit Nyamuk Mengandung Wolbachia: Dinkes DKI Jakarta memastikan nyamuk dengan kandungan Wolbachia yang digunakan untuk mengendalikan kasus demam berdarah dengue (DBD) aman bagi manusia. https://t.co/yntxZid3iV https://t.co/zkwdeCKRfb,manusia sehat gigit nyamuk kandung wolbachia dinkes dki jakarta nyamuk kandung wolbachia kendali demam darah dengue dbd aman manusia
1,Penyebaran NYAMUK WOLBACHIA &amp  Dampaknya  Apakah semua kalangan masyarakat sdh mengetahui ttg nyamuk ini?   Kemenkes mengambil langkah menyebarkan nyamuk Wolbachia di 5 kota sbg uji coba menekan DBD  Malam ini jam: 20.00 WIB di X Space  Host @MariaAlcaff  https://t.co/FvuxJh5vjd… https://t.co/Qqk7Eyf3HB,sebar nyamuk wolbachia amp dampak kalang masyarakat sdh ttg nyamuk kemenkes ambil langkah sebar nyamuk wolbachia 5 kota sbg uji coba tekan dbd malam jam 2000 wib x space host
1,"Apa itu, Wolbachia Ing Kota (Wingko) Semarang ? merupakan upaya pengendalian DBD (Demam Berdarah Dengue) dengan Teknologi Wolbachia yang dilakukan oleh Pemerintah Kota Semarang.  #infografis #wolbachia #kitasemarang #koncoitasemarang https://t.co/OwybvKLH47",wolbachia ing kota wingko semarang upaya kendali dbd demam darah dengue teknologi wolbachia perintah kota semarang
1,"Msh mau trs dijajah nyamuk jahat DBD? Saatnya melawan sama2 dg inovasi nyamuk baik wolbachia!bTerbukti AMAN, ramah lingkungan, dan bukti penelitian internasional karya anak bangsa. BERSAMA DUKUNG NYAMUK BAIK WOLBACHIA INDONESIA!❤️🇲🇨 #dukungwolbachia #wolbachianyamukbaik #cegahdbd https://t.co/VmKKtdsd7g",msh trs jajah nyamuk jahat dbd lawan sama2 dg inovasi nyamuk wolbachiabterbukti aman ramah lingkung bukti teliti internasional karya anak bangsa dukung nyamuk wolbachia indonesia
1,"Meskipun terkena gigitan nyamuk yang mengandung wolbachia, manusia akan tetap sehat dan tidak akan sakit, termasuk tidak terkena DBD. https://t.co/dsQmHr2j4o",kena gigit nyamuk kandung wolbachia manusia sehat sakit kena dbd
1,"WHO Rekomendasikan Wolbachia untuk Atasi DBD, Efektif Turunkan Angka Kejadian dan Perawatan Rumah Sakit https://t.co/rGbDn8cqW0",who rekomendasi wolbachia atas dbd efektif turun angka jadi awat rumah sakit
1,Dinkes Kota Bandung juga memastikan bahwa program nyamuk Wolbachia aman dan efektif tekan kasus DBD. https://t.co/J3vZQomtAp,dinkes kota bandung program nyamuk wolbachia aman efektif tekan dbd
1,"Tandain aja orang-orang yang nolak nyamuk dengan Wolbachia, kalau kena DBD/DF ga usah diberi perawatan, revoke aja sekalian asuransinya baik swasta maupun BPJS.  Supaya timbul efek jera dan jadi belajar ilmunya sebelum percaya, ngarang, dan sebar hoax.",tandain aja orangorang nolak nyamuk wolbachia kena dbddf ga awat revoke aja asuransi swasta bpjs timbul efek jera ajar ilmu percaya ngarang sebar hoax
1,Wolbachia Bisa Mengatasi DBD? Begini Penjelasan WHO https://t.co/kquZGU1Zin,wolbachia atas dbd jelas who
1,"Lepas Nyamuk Wolbachia, Kini Yogya Catatkan Rekor Terendah DBD  https://t.co/2lmOEd63Yb",lepas nyamuk wolbachia yogya catat rekor rendah dbd
1,"Tekan Kasus DBD, Dinkes Bandung Pastikan Program Nyamuk Wolbachia Aman https://t.co/s6RStRACv9",tekan dbd dinkes bandung pasti program nyamuk wolbachia aman
1,"Bisa Turunkan Kasus DBD di Indonesia, Bagaimana Cara Kerja Nyamuk Wolbachia?  https://t.co/d1UBi5MbNh",turun dbd indonesia kerja nyamuk wolbachia
1,"Penyebaran Nyamuk Wolbachia Sudah Dilakukan di Yogyakarta, Mengapa DBD Masih Ada? https://t.co/aEJReFxwbb",sebar nyamuk wolbachia yogyakarta dbd
1,"Metode Nyamuk Wolbachia Upaya Pemkot Bandung Kurangi Kasus DBD, Kadinkes: Di Yogya Tingkat DBD Turun 70 Persen https://t.co/v0zNVkIpLg",metode nyamuk wolbachia upaya pemkot bandung kurang dbd kadinkes yogya tingkat dbd turun 70 persen
1,Dinkes Kota Bandung Harap Masyarakat Tak Khawatir Soal Program Wolbachia untu Atasi DBD https://t.co/g8dSO54Z96,dinkes kota bandung harap masyarakat khawatir program wolbachia untu atas dbd
