Status,full_text
Fact,"Wolbachia"" merupakan inovasi terbaru pengendalian virus dengue penyebab DBD. Perlu dukungan penuh masyarakat untuk keberlanjutan program ini. #ArtikelOpini #AdadiKompas   https://t.co/8fU7l9aLZ3"""
Fact,"Mau tahu lebih lengkap infonya? Yuk, simak pembahasan lengkapnya pada postingan di atas.   Salam Sehat!  #kemenkesRI #farmalkes #demamberdarah #dengue #DBD #wolbachia #nyamuk #aedesaegypti  #nyamukbaik #nyamukberwolbachia https://t.co/lTx0PgloEb"
Fact,"Langkah pemerintah untuk menyebar nyamuk Wolbachia di beberapa kota di Indonesia, khususnya yang memiliki preferensi kasus DBD yang besar, mendapat penolakan dari masyarkat."
Fact,"Akibatnya nyamuk yang mengandung Wolbachia tidak mampu lagi untuk menularkan virus dengue ketika menghisap darah orang. Dengan demikian, secara alami jumlah kasus DBD juga akan berkurang."
Fact,Wawancara 'Komandan Nyamuk' tentang Wolbachia guna Lawan DBD https://t.co/LA5YGBUbSw https://t.co/9Jg5cCHlAV
Fact,"Mengenal Nyamuk Aedes Aegypti Wolbachia, Diklaim Efektif Turunkan Kasus DBD https://t.co/AOzKbiWm7x"
Fact,"Berkat Wolbachia, Kota Yogyakarta Catat Rekor Kasus DBD Terendah https://t.co/hC2WynmW5w"
Fact,Yoya-Bantul Sukses Turunkan DBD Atasi Endemi Dengue dengan Wolbachia https://t.co/5yo5zUURrM
Fact,"Artikel bagus dari SG... Proyek Wolbachia udah berjalan sejak 2016, gagal, DBD naik, virus berubah menjadi fenotipe yang berbeda dll. https://t.co/aSPkpOWuS4 https://t.co/Y9g9u0Gp8P"
Fact,Aksi Bela Palestina di Monas https://t.co/O0R0GWa5gE  Kemenkes Sebar Nyamuk Wolbachia Secara Nasiona Jika Sukses di 5 Kota https://t.co/YISpPdd2NF Kasus DBD di Kota Yogyakarta Turun 77 Persen Usai Nyamuk Wolbachia Dilepas  https://t.co/6lQhWXTd6X
Fact,@KemenkesRI gak nyangka ya nyamuk yang 'infeksi' wolbachia jadi jalan baru mengurangi DBD. semoga inovasi ini bisa jadi game changer deh
Fact,"@KemenkesRI Wolbachia gak main-main, ternyata data dari kemenkes nunjukin performa bagusnya dalam menurunkan kasus DBD. Inovasi yang bermanfaat banget, gini lagi dong kedepannya :D"
Fact,"@KemenkesRI Kementrian kesehatan ngasih kejutan dengan Wolbachia! udah ada bukti di yogyakarta, DBD langsung ngerosot. Keren banget inovasinya, salut"
Fact,"@KemenkesRI udah pada baca? Dari penelitian dan implementasi wolbachia di Jogja, kasus DBD bisa turun sampai 70 persen."
Fact,Nyamuk dengan bakteri 'Wolbachia' diklaim dapat menurunkan penyebaran kasus DBD. Bagaimana cara kerja nyamuk ber-Wolbachia melawan DBD? Simak #Infografis #CNNIndonesia: https://t.co/cuQHNEiIaz https://t.co/XU4j3YgVWB
Fact,Tapi jangan khawatir! Kementerian Kesehatan Republik Indonesia telah menerapkan teknologi Wolbachia untuk mengatasi DBD di lima kota di Indonesia. https://t.co/XXlkzZc6z9
Fact,"berwolbachiaa atau bisa disebut nyamuk baik lhoo !!! 🦟🦟🦟  Kuy, kita cegah Penyakit DBD bersama-sama.  Yuk simak video berikut 😉  #DBD  #WolbachiadiJakarta #Wolbachia #NyamukAman #bebasDBD"
Fact,"Dengan Nyamuk Wolbachia, Australia dan Kolombia Sukses Tekan Kasus DBD Lebih dari 90 Persen  https://t.co/qXrlB21o7s"
Fact,POLEMIK WOLBACHIA: Mengenal Efektivitas Inovasi Teknologi Atasi DBD https://t.co/VRSlN6pzZo   @PBIDI #Wolbachia efektif atau tidak? #DemamBerdarahDengue #DBD
Fact,Nyamuk Dengan Bakteri Wolbachia Berhasil Turunkan Kematian Akibat DBD https://t.co/lvzzgt0Gsy
Fact,"Mengenal Intervensi Wolbachia, Pelengkap Program Pengendalian Demam Berdarah Dengue (DBD): Intervensi Wolbachia dipercaya efektif dalam mengendalikan kasus demam berdarah dengue dan tentunya aman bagi manusia, hewan, serta lingkungan. https://t.co/f27oCoKFUo"
Fact,Dinkes DKI Jakarta menegaskan pelaksanaan program penyebaran nyamuk Wolbachia untuk mencegah wabah DBD aman untuk manusia https://t.co/mp1UTtjQ0s
Fact,"@MjAgungNugroho1 @DokterTifa Di daerah anda mungkin kecil..... tapi kan nggak semua daerah seperti daerah anda. Kasus DBD parah, secara nasional kalau misal ada 1 juta pasien, yang meninggal bisa ribuan lho....  Dan wolbachia ini udah proven efektif di jogja."
Fact,@naira_747 @DokterTifa Aedes aegypti dengan wolbachia akan menekan perkembangan virus dengue. Nyamuk yang mengandung bakteri wolbachia expected nggak bisa nularin dbd.
Fact,@Muhamma87748717 @DokterTifa nyamuknya sih tetep aedes aegypti. Cuma di dalamnya udah dikasih bakteri wolbachia.  Bakteri ini yang suppress perkembangan virus DBD di dalam nyamuk. Dan wolbachia ini akan menyebar ke nyamuk lain saat mereka kawin. Tapi bakteri ini nggak nyebar ke manusia.
Fact,Gerakan antisipasi demam berdarah semakin kuat di Bontang! Dinas Kesehatan menyasar langsung masyarakat dengan menyebarkan 3.031 ember berisi telur nyamuk wolbachia.  #dbd #dinaskesehatan #bontang #kaltim https://t.co/Xx3TNgsbMQ
Fact,Balai Vektor Salatiga: Nyamuk Wolbachia Bisa Kurangi Kasus DBD Sampai 77 Persen https://t.co/LzfqZe65Nz
Fact,INFOGRAFIS: Cara Kerja Nyamuk Wolbachia Lawan DBD https://t.co/dMUmiBbgLg
Fact,Kemenkes RI brsm Avengers Kesehatan Indonesia &amp  16 media TV berada d pabrik telur nyamuk baik wolbachia di B2P2VRP Salatiga untuk melihat proses pembuatan 8 jt telur nyamuk per minggu untuk dikirim di lokasi implementasi nyamuk baik wolbachia utk menurunkan kasus DBD &amp  0 kematian https://t.co/p8OyQnK1H2
Fact,"@aciliussulcatus @DokterTifa Memang agak susah kalo sudah dibumbui dengan narasi yang jelek gini, di jogja sudah diterapkan penelitian sampel nyamuk wolbachia dan nyatanya angka DBD menurun, saya bisa ngomong gini karena saya juga menjadi tim sample dari penelitian tersebut"
Fake,@DokterTifa Emang manfaatnya apa sih sama nyamuk Wolbachia...DBD aja udah nyusahin di tambah lagi nyebar nyamuk dari ras aneh lagi....dasar gak jelas
Fact,@DokterTifa kebiasaan banget giring opini cuma modal liat headline tanpa baca berita selengkapnya. padahal udah jelas disebutkan kalo penyebaran nyamuk wolbachia itu berlandaskan riset dan percobaan ilmiah yg sudah terbukti efektif mengurangi kasus dbd. yuk tingkatin lagi literasinya.
Fake,"@DokterTifa Nyamuk Wolbachia mungkin bisa membantu penyebaran penyakit DBD, tapi apakah tidak menimbulkan penyakit baru? Radang otak misalnya. Dan, sepertinya radang otak (akal sehat) sudah mulai menjangkit setidaknya dilingkungan kementerian kesehatan sebelum nyamuk itu disebar.."
Fake,"@jokowi Nyamuk Wolbachia mungkin bisa membantu penyebaran penyakit DBD, tapi apakah tidak menimbulkan penyakit baru? Radang otak misalnya. Dan, sepertinya radang otak sudah mulai menjangkit setidaknya dilingkungan kementerian kesehatan sebelum nyamuk itu disebar.."
Fact,Kementerian Kesehatan Sebut Teknologi Nyamuk dengan Bakteri Wolbachia Turunkan Kematian Akibat DBD https://t.co/Sl5K4v7o1v
Fact,"@ryuizzee @DokterTifa Nyamuk Wolbachia itu aslinya nyamuk Aedes aegypti (penyebab DBD), tetapi udah dimodifikasi dengan disisipi bakteri Wolbachia yang terbukti setelah diuji kurleb 10 th dapat menurunkan viabilitas telur nyamuk (kemampuan telur untuk netas)"
Fact,Inovasi Wolbachia Demi Menekan Kasus DBD https://t.co/7HSbe2j4HO #TempoGrafis
Fact,Bakteri Wolbachia Turunkan Kematian Akibat DBD https://t.co/LWh7sVwWnw lewat @Buser Online
Fact,Nyamuk Bakteri Wolbachia Turunkan Kematian Akibat DBD https://t.co/pVVfRu4coc
Fact,Seperti apa keseruan acaranya? Swipe ke kiri untuk mendapat jawabannya ya.  #ugm #fkkmkugm #tropmed #tropmedugm #tropmedask #arbovirus #dengue #wolbachia #DBD #DemamBerdarah #WolbachiaNyamukBaik #talkshow https://t.co/Qyxy4Kn15y
Fact,"Diklaim Bisa Atasi Tekan Kasus DBD, Begini Cara Kerja Nyamuk Wolbachia https://t.co/SVVDkbBihk"
Fact,Ciri-Ciri Nyamuk Wolbachia yang Diklaim Bisa Cegah Penularan DBD https://t.co/7lwZcBnWyS #TempoTekno
Fact,"@JessicaNeo4 Nyamuk wolbachia itu utk menghantam dbd, ci."
Fact,@DokterTifa Mending lawan dgn data ilmiah drpd koar koar begitu..kan di jurnal jurnal disebutkan bahwa bakteri wolbachia dpt menghambat perkembangan virus DBD dan mengurangi populasi nyamuk aedes aegyipti dn secara empirik ini sudah dibuktikan efektif di beberapa tempat.
Fact,Kemenkes RI brsm Avengers Kesehatan Indonesia &amp  16 media TV berada d pabrik telur nyamuk baik wolbachia di B2P2VRP Salatiga untuk melihat proses pembuatan 8 jt telur nyamuk per minggu untuk dikirim di lokasi implementasi nyamuk baik wolbachia utk menurunkan kasus DBD &amp  0 kematian https://t.co/g4zke66WiT
Fact,Kemenkes memastikan penerapan inovasi Wolbachia untuk menekan kasus demam berdarah dengue (DBD) di Indonesia aman untuk manusia dan telah dibuktikan melalui penelitian.  Laman #infografik: https://t.co/rRwvid1X8O https://t.co/40wmuVwnSV
Fact,MENTERI Kesehatan Budi Gunadi Sadikin mengatakan implementasi teknologi  nyamuk dengan bakteri wolbachia berhasil menurunkan incidence rate Demam  Berdarah Dengue (DBD) di Yogyakarta.   Sumber: https://t.co/Z3TRZGgE46
Fact,Wingko Semarang : Wolbachia ing Semarang  Pengentasan DBD melahirkan sebuah inovasi metode baru yakni melalui wolbachia yang terkandung dalam nyamuk. Selengkapnya saksikan di youtube : Semarang Pemkot  @dkksemarang @MbakIta_SMG  @PemkotSmg  @PemkotSemarang https://t.co/UTSk7JgB2H
Fact,#RilisSehat  Bakteri Wolbachia Turunkan Kematian Akibat DBD @KemenkesRI   https://t.co/VBkt601JJc https://t.co/beL942F1T6
Fact,@DokterTifa Bukannya wolbachia cm makan virus DBD tanpa efek samping ya? Pakar UGM juga udh bilang kok kalau wolbachia aman
Fact,"Menkes Budi menyebut, upaya 10 menteri kesehatan sebelumnya tidak membuahkan hasil. Menurutnya frekuensi kesakitan DBD di Indonesia berada angka 28,5 per 100.000 populasi.  Jadi, menumpas DBD, nyamuk Wolbachia solusinya?  #DBD #NyamukWolbachia  https://t.co/LNrCimmnwv"
Fact,"Bisa Tekan Penyebaran DBD, Kemenko PMK Dukung Implementasi Pemanfaatan Wolbachia  #DBD #Wolbachia https://t.co/4zUSFrX0Ys"
Fake,https://t.co/i18FtPMwKI  NGERI ?? NYAMUK REKAYASA BUATAN BILL GATES DISEBAR  DI IND…KOMJEN DHARMA &amp  DOKTER TIFA MENOLAK  !!!  #wolbachia #dbd #nyamuk #aedesaegypty #dharmapongrekun #drtifa #maiaaleldultv #maiaestianty #billgates #wmp #kemenkes #prokontra #nyamukbionic #heboh https://t.co/zFpWg2hOYB
Fact,"Sudah 78 th Indonesia merdeka, tp sangat sedih msh byk warga terutama anak, sakit &amp  meninggal krn DBD. Wolbachia inovasi menurunkan kasus dan kematian DBD karya anak bangsa berbasis data hasil studi pnjng. Riset &amp  data dibantah jgn dgn narasi sesat, asumsi, provokasi tanpa bukti! https://t.co/jYFoMGY76G"
Fact,"@cccvp9097 @mozamozza770 @8angSaid @mr_banan12 @Abahpurwa1 @SangLangit01 @MDH__SNA Nyamuk Wolbachia justru untuk mengurangi DBD, bukan menyebar penyakit tidak jelas begini"
Fact,"@mozamozza770 @mr_banan12 @8angSaid @Abahpurwa1 @SangLangit01 @MDH__SNA Nyamuk Wolbachia justru untuk mengurangi penyakit DBD, dasar penyebar hoaks!"
Fact,"Ramai Hoaks Nyamuk Wolbachia, DPR: Senjata Baru DBD Aman Dilakukan https://t.co/GJgPfLbUoR"
Fact,Kementerian Kesehatan menggelontorkan dana Rp16 miliar untuk uji coba inovasi nyamuk Wolbachia untuk menangani demam berdarah dengue (DBD). Nyamuk ber-Wolbachia diklaim mampu menekan laju kasus demam berdarah di Indonesia.  https://t.co/LNrCimmnwv
Fact,"Nyamuk Wolbachia Datang, DBD Hilang? https://t.co/kJRMdzEi2C"
Fact,Berdasarkan pernyataan Kementerian Kesehatan dalam surat resmi yang diterima oleh Kementerian Kominfo inovasi teknologi Wolbachia justru untuk menurunkan penyebaran Demam Berdarah Dengue (DBD) di Indonesia. https://t.co/1H3NkUjlaX
Fact,"KELIRU, Klaim bahwa Pemberantasan Demam Berdarah Menggunakan Metode Wolbachia adalah Rekayasa Genetika #DBD #demamberdarah #Wolbachia #cekfakta #cekfaktatempo  https://t.co/DXLJxSQQuq"
Fact,Keajaiban Wolbachia: Si Avatar Pengendali DBD https://t.co/9szJvlsBhE #HLKompasiana
Fact,Nyamuk Wolbachia yang disebah di 5 wilayah  terbukti mampu menurunkan angka kejadian demam berdarah hingga 77% dan angka perawatan rumah sakit juga turun 86%. #LISA Hamas Tempe Pellistri #CHAEUNWOO Daesang DBD Wolbachia nyamuk #Pemilu https://t.co/hpIoC5C7qj
Fact,"Tahukah kamu, SohIB? #Wolbachia adalah bakteri alami pada 50% serangga &amp  berperan sbgai simbion (tnp dampak negatif)  Tujuan penerapan Wolbachia di Indonesia utk penanganan #DBD  Selengkapnya➡️ https://t.co/10OmNkoMHb  @kemenkes_ri #IndonesiaBaik #Nyamuk #DemamBerdarah #Kesehatan https://t.co/gjNmwc2HOu"
Fact,"Ramai Penyebaran Nyamuk Wolbachia, 8 Cara Ini Juga Jitu untuk Cegah DBD https://t.co/RT7Rg160JC"
Fact,Keajaiban Wolbachia  Si Avatar Pengendali DBD https://t.co/R6MmFS4QYJ
Fact,VIDEO: Dinkes Kota Bandung Mulai Menyebar Telur Nyamuk Wolbachia Guna Tangani DBD https://t.co/pu3GUxZ6NN
Fake,@DokterTifa Business in politics? Wolbachia bacteri Cukup terbatas di Labor Penelitian. Bahaya kalau ditebar. Sementara kasus DBD sudah dibawah 1 %.
Fact,"Dalam kurun waktu 50 tahun terakhir, kasus DBD RI konsisten meningkat jauh dari batas maksimal WHO. Segala upaya telah dilakukan termasuk pemasangan klambu, fogging, sosialisasi 3M.***  https://t.co/6NhVTJbIV8  #Kemenkes #DBD #Nyamuk #Wolbachia https://t.co/vMwhrAR5ja"
Fact,"3 Fakta Nyamuk Wolbachia, Apa Benar Bisa Mencegah Penyebaran DBD?                                   https://t.co/phVePvbEdX"
Fake,@Ngabila Ya Allah muncul lagi🥱🥱🙃 Kemarin promo vaksin c19 dan sekarang promo nyamuk Sy org awam aj ga percaya! Knapa? Nyamuk biasa sj sdh bikin wabah apalagi nyamuk wolbachia yg notabene ada virus utk anti dbd? nyamuk itu hidup dan dpt beradaptasi dan berkembang sendiri dirinya🥱🥱🙃
Fake,Ada lagi kerjaan orang pintar: 50 tahun tidak mampu mengatasi penyakit DBD. Rencana akan sebar nyamuk Wolbachia untuk mengurangi atau melemahkan nyamuk Aidhes agepty. Sebetulnya itu adalah kegagalan negara selama 50 tahun untuk mensejahterakan rakyat. Jika......
Fake,"@Ngabila untuk terealisasinya percobaan ini, nanti tiba2 ada angka2 statistik peningkatan kasus DBD yang besar, lalu propaganda pemerintah harus segera menjalankan program percobaan nyamuk wolbachia...lalu...masuk pak ..eko....huehuehue.."
Fact,"Sebab, Bandung jadi kota pertama kasus DBD tertinggi di RI. Sebanyak 308 ember berisi telur nyamuk Wolbachia telah disebarkan di Kelurahan Pasanggrahan pada 31 Oktober 2023.  Simak selengkapnya dalam video ini detikers!   #detikjabar #bandung #ujungberung"
Fact,Wilayah Sukoharjo Tak Masuk Uji Coba Penyebaran Bakteri Wolbachia. #bakteriwolbachia #nyamuk #dbd #sukoharjo  https://t.co/E2jvF4sRRo
Fact,"Meski teknologi tentang wolbachia diklaim dapat menekan kasus DBD di Indonesia dan sudah ada risetnya sejak 2011, nggak sedikit masyarakat yang takut akan dampak risikonya terhadap kesehatan. #inibaruid https://t.co/oYWvPS5YfP"
Fact,"Tekan Kasus DBD, Pemerintah Kota Bandung Tebar Telur Nyamuk Wolbachia https://t.co/GgtRTZpE8e"
Fake,Sedang di kembangkan nyamuk Wolbachia utk menangkal wabah DBD apakah tidak malah menimbulkan masalah baru? Menambah banyak nyamuk apakah tidak menimbulkan masalah baru?
Fact,"Kementerian Kesehatan perlu mengedukasi dan sosialisasi ke masyarakat, tentang penanganan mengatasi DBD dengan penyebaran nyamuk Wolbachia. https://t.co/IFN2PBeZCK"
Fact,Menkes Budi Gunadi Tegaskan Penurunan DBD di Jogja Karena Penerapan Wolbachia UGM https://t.co/XiA9NAZlUn #beritajogja #jogja #jogjaistimewa https://t.co/Wi7WDJx5aM
Fact,Kementerian Kesehatan di minta benar2 serius utk menuntaskan penanganan demam berdarah. Termasuk dgn tetap mengedukasi masyarakat. #Komisi9 DPR jg ingin mendengar penjelasan dr Kementerian Kesehatan secara detil terkait penyebaran nyamuk #Wolbachia yg disebut dpt memberantas DBD. https://t.co/jWopj24S03
Fact,"Untuk memberantas nyamuk Aedes Aegypti, Nur Nadlifah (Anggota Komisi IX DPR RI) minta Kemenkes serius dalam menuntaskan penanganan demam berdarah termasuk meninjau ulang penyebaran nyamuk Wolbachia dalam atasi DBD dan jangan sampai malah hadirkan penyakit baru #Komisi9 #Wolbachia https://t.co/wfyMmIJuMf"
Fact,"Kemenkes diminta benar² serius dalam menuntaskan penanganan demam berdarah.   Terkait penyebaran nyamuk #Wolbachia yg di sebut dapat memberantas DBD, sangat diperlukan penjelasan secara detail dari Kemenkes terkait hal ini. https://t.co/4ys7f0Bevn"
Fake,"Saya prnh dirawat DBD diberikan teman 1 sachet angkak takaran air 2 Botol sirop direbus jd 1 Botol habisin hari itu jg esoknya trombosit naik terus hingga 150.000(normal) sejak itu saya beli angkak utk nolong yg kena DBD, Wolbachia msh kontroversi mending tunda dulu pak..🙏"
Fact,Menkes Sebut Sekitar 1.000 Orang di Indonesia Meninggal gegara DBD  Menkes menyebutkan teknologi wolbachia bisa menjadi salah satu solusi ampuh penanganan DBD. Namun bagaimana dengan program penanggulangan DBD lainnya?  &gt &gt  https://t.co/vrTZgLwr0Y  #detikhealth
Fact,Menkes menyebutkan teknologi wolbachia bisa menjadi salah satu solusi ampuh penanganan DBD. Namun bagaimana dengan program penanggulangan DBD lainnya?  https://t.co/0DOJOzyziv
Fact,@DokterTifa menurut artikel di @disway pemberantasan dbd dengan wolbachia di beberapa tempat terbukti berhasil. kenapa sepertinya dokter tidak menyetujui itu?
Fact,"Ternyata gak semua nyamuk jahat. Memang sih, karena kasus DBD yg terus meningkat &amp  kasus ini pasti disebabkan oleh nyamuk, jadi semua nyamuk kena fitnah deh  Sekarang ini ada yang namanya nyamuk baik, si Wolbachia. Malah nyamuk ini bisa menurunkan kasus DBD loh. Hah kok bisa? https://t.co/vATXSjDKGV"
Fact,"Kasus DBD Menanjak Terus, Ini Alasan Pemerintah Gunakan Wolbachia  https://t.co/YvTR3jcnJp"
Fact,"Sudah Ada Wolbachia, Peneliti Sebut Warga Harus Tetap Waspada terhadap DBD https://t.co/Wfs5eVNagy lewat @Indonesia Daily  #indonesiaupdate #indonesiareels #updatedunia #update #indonesiadaily #indonesiamaju #indonesiaupdates #instagram #viral #heboh #trending"
Fact,Menteri Kesehatan Budi Gunadi Sadikin menekankan efisiensi anggaran dalam penggunaan teknologi Wolbachia untuk mengatasi Demam Berdarah Dengue (DBD) d... https://t.co/aJ79w2Vucx
Fake,"Pernyataan Menkes SANGAT MENYESATKAN. Selama 50 tahun DBD  di Indonesia sdh sangat turun. Dari CFR 41% menjadi hanya 0,6%.  Menkes mau  menggiring masyarakat utk setuju dg penyebaran Ratusan Juta nyamuk WOLBACHIA  di Indonesia, Dan Vaksinasi Dengue jadi vaksin Wajib.  Catat. https://t.co/D2mJZnD06n"
Fact,Inovasi Wolbachia Terbukti Aman untuk Jangka Panjang  #Wolchabia #NyamukWolchabia #DBD #VirusDBD  https://t.co/v03EfC8s1V
Fact,"Terkait nyamuk wolbachia yang kini marak disorot publik, Menkes mengungkap sulitnya menangani DBD di RI. Sudah 50 tahun, RI tak berhasil mengatasi penyakit ini. https://t.co/cwuN8q9Non"
Fact,"Langkah Baru Tekan DBD, Menkes Jelaskan Wolbachia Dalam Rapat di DPR https://t.co/GeFpr6apN8"
Fact,"Menkes menjelaskan, kementeriannya tengah menerapkan sebuah teknologi baru dalam upaya menurunkan kasus DBD, yaitu Wolbachia. Wolbachia merupakan bakteria alami yang dapat menurunkan relikasi virus dengeu pada nyamuk Aedes Aegypti. Bakteri ini dimasukkan ke dalam tubuh nyamuk."
Fact,"PROGRAM pengendalian Demam Berdarah Dengue (DBD) melalui metode  penyebaran nyamuk Wolbachia di Kota Kupang, Nusa Tenggara Timur (NTT)  mendapat penolakan dari warga.   Sumber: https://t.co/7bnPmx52s7"
Fact,Nyamuk Wolbachia Aman Tekan Penyebaran DBD #nyamuk #dbd #nyamukwolbachia  https://t.co/OYZKLcAlUn
Fact,Menkes menekankan inovasi nyamuk wolbachia sudah teruji dan aman untuk jangka panjang. Ia menilai bahwa teknologi ini bisa menjadi cara baru mengatasi DBD.  https://t.co/JdaDCV9ajz
Fact,Tantangan ini dibuat khusus untuk menjawab keresahan warganet tentang keamanan nyamuk ber-Wolbachia. Tonton hingga usai ya    #stophoax #ugm #fkkmkugm #tropmed #tropmedugm #bloodfeedchallenge #bloodfeed #arbovirus #dengue #wolbachia #DBD #DemamBerdarah #WolbachiaNyamukBaik https://t.co/RIovIx7aQ1
Fake,"@m_mirah Sepakat, Kak. Hanya pemerintah yg disorientasi yg setuju program nyamuk Wolbachia ini.Knp side effect dr hasil penelitian tdk dipublish &amp  dijadikan consent utk menolak program ini? Padahal dgn edukasi 3M ja dah mengurangi statistik penderita &amp  sebaran DBD di Indonesia."
Fact,Wajib tau... Berikut Fakta Nyamuk Wolbachia!  1.Bukan Rekayasa Genetik 2.Bikin Nyamuk Aedes Aegypti Mandul 3.Terbukti Turunkan DBD 4.Penelitian Sejak Tahun 2011 5.Lumpuhkan Virus Dengue  Tetap sehat dan jaga lingkungan sekitar ya warga 😊🙏🏻 https://t.co/hcnRACLn9j
Fake,@LuckyLudjaina @Nurulkjo1 @MprAldo @m_mirah @Nicho_Silalahi Iya ujungnya mmg hrs vaksin. Krn bakteri Wolbachia ini efeknya menyebabkan radang otak (Japanese Encephalitis Virus). JEV ini dah mulai dipublish yg akhirnya akan diwajibkan utk mencegah penularan JEV. Jd penyakit DBD hilang penyakit radang otak mjd pandemi baru.
Fact,Inovasi Turunkan Tingginya Kasus DBD lewat Nyamuk dengan Wolbachia https://t.co/wybmMOEtD1 #TempoGaya
Fact,"Kadinkes Kota Bandung Pastikan Program Nyamuk Wolbachia Aman  “Kalau memang ini bisa diterapkan secara merata,  angka kasus bisa turun karena virus dengue sudah tidak ada. Lalu, fogging juga bisa berkurang,” #Berita #news #DBD #kesehatan #health #Bandung https://t.co/1HLTGpT5F7"
Fact,"Lalu, apa itu Wolbachia dan bagaimana cara kerjanya? Cek informasinya yuk!  #Wolbachia #NyamukBaikWolbachia #Nyamuk #DBD #DemamBerdarah #InfoKesehatan #kesehatan https://t.co/ZAMHposkPs"
Fact,Lawan DBD dengan inovasi Wolbachia 🦟  DBD merupakan penyakit disebabkan oleh Virus Dengue yang ditularkan melalui nyamuk Aedes aegypti. Wolbachia telah terbukti efektif di 14 negara termasuk Indonesia (di wilayah Yogyakarta) dengan hasil pengurangan kasus DBD yang efektif. https://t.co/T17eWkI2Kp
Fact,Cara Kerja Nyamuk Wolbachia Turunkan Kasus DBD https://t.co/hbkiiDCeRD #TempoGaya
Fact,Kemenkes Akan Sebar Nyamuk Wolbachia Secara Nasional untuk Cegah DBD  https://t.co/q8lnymPsEG
Fact,"Untuk mengendalikan DBD, Kemenkes menggunakan nyamuk wolbachia sebagai salah satu caranya. Proyek ini dijalankan di lima kota, yaitu Jakarta Barat, Bandung, Semarang, Bontang, dan Kupang🦟  Baca selengkapnya di https://t.co/bzWja1UAh3  #TRANS7Update #Sobat7JadiTau #DBD https://t.co/U2oLdxNpDu"
Fact,"#infoSubang Pemkab Subang Gencarkan Sosialisasi Nyamuk Wolbachia, Cegah DBD.  Source : https://t.co/dhoUPqsowo"
Fact,"Berantas DBD Secara Nasional, Kemenkes Targetkan Sebar Nyamuk Wolbachia https://t.co/T3m2NYFFiw lewat @rakyatpembaruan.com"
Fact,"Pemkab Subang Gencarkan Sosialisasi Nyamuk Wolbachia, Cegah DBD https://t.co/Cnt75XKe7h"
Fake,"Saya baru tahu ttg info nyamuk wolbachia yg katanya bisa mengendalikan DBD,krn selama ini fokus Free Palestina🇵🇸😁😂Tadi abis nonton mu menang besar,sy lihat langsung lah feeling ini bahaya,mana otak yg pikir nyamuk wolbachia hapus nyamuk aedes dbd.kirim ke tel aviv,setuju gw😁😂 https://t.co/gp2mt2Jb7C"
Fake,"Indonesia kurang nyamuk apa itu buzzer=nyamuk,aya2 wae😁😂nyamuk wolbachia walau dibilang untuk pengemdalian DBD tapi riskan,sy setuju jangan dilepas.Kl resistan malah dia berkembang biak biang jd pandemik baru.Mending jaga kebersihan rumah,lingkungan,obat nyamuk cegah DBD,amin https://t.co/0WTjwz2Ve1"
Fact,Penyebaran Nyamuk Wolbachia untuk Atasi DBD di Denpasar Tuai Kritikan https://t.co/a9OvHiaac1
Fact,Manusia Tetap Sehat Meski Digigit Nyamuk Mengandung Wolbachia: Dinkes DKI Jakarta memastikan nyamuk dengan kandungan Wolbachia yang digunakan untuk mengendalikan kasus demam berdarah dengue (DBD) aman bagi manusia. https://t.co/yntxZid3iV https://t.co/zkwdeCKRfb
Fact,Penyebaran NYAMUK WOLBACHIA &amp  Dampaknya  Apakah semua kalangan masyarakat sdh mengetahui ttg nyamuk ini?   Kemenkes mengambil langkah menyebarkan nyamuk Wolbachia di 5 kota sbg uji coba menekan DBD  Malam ini jam: 20.00 WIB di X Space  Host @MariaAlcaff  https://t.co/FvuxJh5vjd… https://t.co/Qqk7Eyf3HB
Fact,"Apa itu, Wolbachia Ing Kota (Wingko) Semarang ? merupakan upaya pengendalian DBD (Demam Berdarah Dengue) dengan Teknologi Wolbachia yang dilakukan oleh Pemerintah Kota Semarang.  #infografis #wolbachia #kitasemarang #koncoitasemarang https://t.co/OwybvKLH47"
Fact,"Msh mau trs dijajah nyamuk jahat DBD? Saatnya melawan sama2 dg inovasi nyamuk baik wolbachia!bTerbukti AMAN, ramah lingkungan, dan bukti penelitian internasional karya anak bangsa. BERSAMA DUKUNG NYAMUK BAIK WOLBACHIA INDONESIA!❤️🇲🇨 #dukungwolbachia #wolbachianyamukbaik #cegahdbd https://t.co/VmKKtdsd7g"
Fact,"Meskipun terkena gigitan nyamuk yang mengandung wolbachia, manusia akan tetap sehat dan tidak akan sakit, termasuk tidak terkena DBD. https://t.co/dsQmHr2j4o"
Fact,"WHO Rekomendasikan Wolbachia untuk Atasi DBD, Efektif Turunkan Angka Kejadian dan Perawatan Rumah Sakit https://t.co/rGbDn8cqW0"
Fact,Dinkes Kota Bandung juga memastikan bahwa program nyamuk Wolbachia aman dan efektif tekan kasus DBD. https://t.co/J3vZQomtAp
Fact,"Tandain aja orang-orang yang nolak nyamuk dengan Wolbachia, kalau kena DBD/DF ga usah diberi perawatan, revoke aja sekalian asuransinya baik swasta maupun BPJS.  Supaya timbul efek jera dan jadi belajar ilmunya sebelum percaya, ngarang, dan sebar hoax."
Fact,Wolbachia Bisa Mengatasi DBD? Begini Penjelasan WHO https://t.co/kquZGU1Zin
