id_text,Status,cleaned_text_x,tweet_url,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,cleaned_text_y
463,Fact,"nyamuk wolbachia, harapan indonesia perangi demam berdarah      https://t.co/lb2zosps9d",https://twitter.com/mediaindonesia/status/1726767382230962242,Tue Nov 21 01:00:00 +0000 2023,1726767382230962242,"Nyamuk Wolbachia, Harapan Indonesia Perangi Demam Berdarah  #DBD #nyamuk #wolbachia #Aedesaegypti https://t.co/lb2ZOsPs9D",0,3,1,0,in,68930552,1726767382230962242,mediaindonesia,"nyamuk wolbachia, harapan indonesia perangi demam berdarah      https://t.co/lb2zosps9d"
464,Fake,"ilmuwan menyebut inovasi teknologi wolbachia tak hanya menurunkan penyebaran penyakit dbd, tetapi juga berdampak pada penyakit zika hingga chikungunya. https://t.co/bcwl3sayt2",https://twitter.com/detikHealth/status/1726761810068484248,Tue Nov 21 00:37:51 +0000 2023,1726761810068484248,"Ilmuwan menyebut inovasi teknologi wolbachia tak hanya menurunkan penyebaran penyakit DBD, tetapi juga berdampak pada penyakit zika hingga chikungunya. https://t.co/BCwl3saYT2",0,0,1,1,in,104446991,1726761810068484248,detikHealth,"ilmuwan menyebut inovasi teknologi wolbachia tak hanya menurunkan penyebaran penyakit dbd, tetapi juga berdampak pada penyakit zika hingga chikungunya. https://t.co/bcwl3sayt2"
465,Fact,"3 fakta soal nyamuk dengan bakteri wolbachia, benarkah bisa mencegah penyebaran dbd? https://t.co/wyhh8ipvsx",https://twitter.com/KompasTV/status/1726753937599111610,Tue Nov 21 00:06:34 +0000 2023,1726753937599111610,"3 Fakta soal Nyamuk dengan Bakteri Wolbachia, Benarkah Bisa Mencegah Penyebaran DBD? https://t.co/WyHh8IPVSx",0,1,2,2,in,71436318,1726753937599111610,KompasTV,"3 fakta soal nyamuk dengan bakteri wolbachia, benarkah bisa mencegah penyebaran dbd? https://t.co/wyhh8ipvsx"
466,Fact,"metode memberantas dbd dengan menyebarkan nyamuk wolbachia ditentang sejumlah kalangan. mungkin tak banyak yang tahu, ada ilmuwan indonesia di balik wolbachia. https://t.co/5nmrgzxbuf",https://twitter.com/detikinet/status/1726745686555627558,Mon Nov 20 23:33:47 +0000 2023,1726745686555627558,"Metode memberantas DBD dengan menyebarkan nyamuk wolbachia ditentang sejumlah kalangan. Mungkin tak banyak yang tahu, ada ilmuwan Indonesia di balik wolbachia. https://t.co/5nmRgzXBUf",0,1,1,0,in,135815019,1726745686555627558,detikinet,"metode memberantas dbd dengan menyebarkan nyamuk wolbachia ditentang sejumlah kalangan. mungkin tak banyak yang tahu, ada ilmuwan indonesia di balik wolbachia. https://t.co/5nmrgzxbuf"
467,Fact,"mengenal nyamuk wolbachia, efektif perangi dbd? https://t.co/a4q7sn7vaf",https://twitter.com/IDNTimes/status/1726726884787179729,Mon Nov 20 22:19:05 +0000 2023,1726726884787179729,"Mengenal Nyamuk Wolbachia, Efektif Perangi DBD? https://t.co/A4Q7sn7vaF",0,1,0,1,in,388190238,1726726884787179729,IDNTimes,"mengenal nyamuk wolbachia, efektif perangi dbd? https://t.co/a4q7sn7vaf"
468,Fact,"headline: heboh pelepasan nyamuk wolbachia tekan kasus dbd, sosialisasinya? https://t.co/t7mnbap7lq",https://twitter.com/liputan6dotcom/status/1726652749469909143,Mon Nov 20 17:24:29 +0000 2023,1726652749469909143,"HEADLINE: Heboh Pelepasan Nyamuk Wolbachia Tekan Kasus DBD, Sosialisasinya? https://t.co/t7mnbAp7Lq",0,0,0,3,in,47596019,1726652749469909143,liputan6dotcom,"headline: heboh pelepasan nyamuk wolbachia tekan kasus dbd, sosialisasinya? https://t.co/t7mnbap7lq"
469,Fact,kemenkes tegaskan tidak ada rekayasa genetika dalam teknologi wolbachia      https://t.co/ktungzdk9a,https://twitter.com/portalinfomase/status/1726652174326014415,Mon Nov 20 17:22:12 +0000 2023,1726652174326014415,Kemenkes Tegaskan Tidak Ada Rekayasa Genetika dalam Teknologi Wolbachia  #wolbachia #dbd @KemenkesRI  https://t.co/ktUnGzdk9a,0,0,0,1,in,1531670208217116673,1726652174326014415,portalinfomase,kemenkes tegaskan tidak ada rekayasa genetika dalam teknologi wolbachia      https://t.co/ktungzdk9a
470,Fact,"headline: heboh pelepasan nyamuk wolbachia tekan kasus dbd, sosialisasinya? https://t.co/ypewqxquhe",https://twitter.com/liputan6dotcom/status/1726650909286117820,Mon Nov 20 17:17:11 +0000 2023,1726650909286117820,"HEADLINE: Heboh Pelepasan Nyamuk Wolbachia Tekan Kasus DBD, Sosialisasinya? https://t.co/YPEwQXquhe",0,2,0,7,in,47596019,1726650909286117820,liputan6dotcom,"headline: heboh pelepasan nyamuk wolbachia tekan kasus dbd, sosialisasinya? https://t.co/ypewqxquhe"
471,Fact,"bill gates, sosok yang mensponsori penggunaan nyamuk wolbachia untuk memberantas dbd di indonesia tampaknya harus bekerja lebih keras meyakinkan masyarakat. https://t.co/tjpkkwhrvq",https://twitter.com/detikinet/status/1726627390435024920,Mon Nov 20 15:43:43 +0000 2023,1726627390435024920,"Bill Gates, sosok yang mensponsori penggunaan nyamuk wolbachia untuk memberantas DBD di Indonesia tampaknya harus bekerja lebih keras meyakinkan masyarakat. https://t.co/TjPKKwHrVQ",0,1,0,0,in,135815019,1726627390435024920,detikinet,"bill gates, sosok yang mensponsori penggunaan nyamuk wolbachia untuk memberantas dbd di indonesia tampaknya harus bekerja lebih keras meyakinkan masyarakat. https://t.co/tjpkkwhrvq"
472,Fact,cara kerja nyamuk wolbachia atasi penyebaran dbd https://t.co/ugquxuo1zz,https://twitter.com/KompasTV/status/1726619969901998312,Mon Nov 20 15:14:14 +0000 2023,1726619969901998312,Cara Kerja Nyamuk Wolbachia Atasi Penyebaran DBD https://t.co/Ugquxuo1Zz,1,0,6,1,in,71436318,1726619969901998312,KompasTV,cara kerja nyamuk wolbachia atasi penyebaran dbd https://t.co/ugquxuo1zz
473,Fact,"baru-baru ini dunia kesehatan tanah air dibuat heboh oleh nyamuk wolbachia yang disebut-sebut efektif untuk menurunkan penyebaran kasus demam berdarah dengue (dbd). meski begitu, penggunaan nyamuk wolbachia di indonesia menuai banyak pro dan kontra. https://t.co/pqkg2obb1h https://t.co/czs9qawtip",https://twitter.com/terasjakartaid/status/1726611470405013770,Mon Nov 20 14:40:28 +0000 2023,1726611470405013770,"Baru-baru ini dunia kesehatan Tanah Air dibuat heboh oleh nyamuk wolbachia yang disebut-sebut efektif untuk menurunkan penyebaran kasus demam berdarah dengue (DBD). Meski begitu, penggunaan nyamuk wolbachia di Indonesia menuai banyak pro dan kontra. https://t.co/pqKG2obb1h https://t.co/CZS9qAWtIp",0,0,0,0,in,1600779468544806914,1726611470405013770,terasjakartaid,"baru-baru ini dunia kesehatan tanah air dibuat heboh oleh nyamuk wolbachia yang disebut-sebut efektif untuk menurunkan penyebaran kasus demam berdarah dengue (dbd). meski begitu, penggunaan nyamuk wolbachia di indonesia menuai banyak pro dan kontra. https://t.co/pqkg2obb1h https://t.co/czs9qawtip"
474,Fact,"nyamuk wolbachia disebut ampuh menekan dbd di ri. belakangan muncul narasi yang menyebut, metode ini bisa memunculkan wabah penyakit baru. begini kata peneliti. https://t.co/hf0itn8j92",https://twitter.com/detikHealth/status/1726611015188525083,Mon Nov 20 14:38:39 +0000 2023,1726611015188525083,"Nyamuk wolbachia disebut ampuh menekan DBD di RI. Belakangan muncul narasi yang menyebut, metode ini bisa memunculkan wabah penyakit baru. Begini kata peneliti. https://t.co/hf0iTn8J92",0,0,1,1,in,104446991,1726611015188525083,detikHealth,"nyamuk wolbachia disebut ampuh menekan dbd di ri. belakangan muncul narasi yang menyebut, metode ini bisa memunculkan wabah penyakit baru. begini kata peneliti. https://t.co/hf0itn8j92"
475,Fact,"di indonesia sendiri, nyamuk wolbachia telah disebar di yogyakarta, setlah diteliti, ternyata hasilnya mengejutkan, kasus dbd turun sampai 77 persen. tahun ini akan disebar di bali, hal itu pun sdh disetujui oleh pj. gubernur bali. walaupun banyak kontroversi. . . https://t.co/lryuole6oo",https://twitter.com/bung_madin/status/1726603752382329265,Mon Nov 20 14:09:47 +0000 2023,1726603752382329265,"Di indonesia sendiri, Nyamuk Wolbachia telah disebar di Yogyakarta, setlah diteliti, ternyata hasilnya mengejutkan, Kasus DBD turun sampai 77 persen. Tahun ini akan disebar di Bali, hal itu pun sdh disetujui oleh PJ. Gubernur Bali. Walaupun banyak kontroversi. . . https://t.co/LryuoLE6oO",0,1,0,1,in,1632328794228011009,1726603736909590986,bung_madin,"di indonesia sendiri, nyamuk wolbachia telah disebar di yogyakarta, setlah diteliti, ternyata hasilnya mengejutkan, kasus dbd turun sampai 77 persen. tahun ini akan disebar di bali, hal itu pun sdh disetujui oleh pj. gubernur bali. walaupun banyak kontroversi. . . https://t.co/lryuole6oo"
476,Fact,"berawal dari proyek yg dikembangkan world mosquito program (wmp) yaitu perusahaan milik monash university. sebenarnya nyamuk wolbachia diperuntukkan untuk menurukan penyebaran nyamuk dbd, demam kuning &amp  chikungunya. . . https://t.co/snz46y7ktr",https://twitter.com/bung_madin/status/1726603744782246120,Mon Nov 20 14:09:46 +0000 2023,1726603744782246120,"Berawal dari proyek yg dikembangkan World Mosquito Program (WMP) yaitu perusahaan milik Monash University. Sebenarnya nyamuk Wolbachia diperuntukkan untuk menurukan penyebaran nyamuk DBD, Demam kuning &amp  chikungunya. . . https://t.co/SnZ46y7KTr",0,1,0,1,in,1632328794228011009,1726603736909590986,bung_madin,"berawal dari proyek yg dikembangkan world mosquito program (wmp) yaitu perusahaan milik monash university. sebenarnya nyamuk wolbachia diperuntukkan untuk menurukan penyebaran nyamuk dbd, demam kuning &amp  chikungunya. . . https://t.co/snz46y7ktr"
477,Fact,kemenkes klaim nyamuk dengan wolbachia 77% efektif lawan dbd https://t.co/11kqxvej7b,https://twitter.com/KATADATAcoid/status/1726590356798779441,Mon Nov 20 13:16:34 +0000 2023,1726590356798779441,Kemenkes Klaim Nyamuk dengan Wolbachia 77% Efektif Lawan DBD https://t.co/11kqxvEJ7B,0,0,0,1,in,552523769,1726590356798779441,KATADATAcoid,kemenkes klaim nyamuk dengan wolbachia 77% efektif lawan dbd https://t.co/11kqxvej7b
478,Fact,"simak liputan edisi pertama langsung dr ugm yogyakarta, tempat ternak nyamuk baik wolbachia yg terbukti efektif jangka panjang (sdh terpublikasi jurnal internasional) dpt menurunkan 80-90% angka kesakitan, perawatan rmh sakit, dan penggunaan fogging pd dbd https://t.co/c6l1q1jvh5",https://twitter.com/Ngabila/status/1726588660244734224,Mon Nov 20 13:09:49 +0000 2023,1726588660244734224,"Simak liputan edisi pertama langsung dr UGM Yogyakarta, tempat ternak nyamuk baik wolbachia yg terbukti efektif jangka panjang (sdh terpublikasi jurnal internasional) dpt menurunkan 80-90% angka kesakitan, perawatan rmh sakit, dan penggunaan fogging pd DBD https://t.co/C6L1q1jVh5",0,0,1,2,in,1184694752,1726588660244734224,Ngabila,"simak liputan edisi pertama langsung dr ugm yogyakarta, tempat ternak nyamuk baik wolbachia yg terbukti efektif jangka panjang (sdh terpublikasi jurnal internasional) dpt menurunkan 80-90% angka kesakitan, perawatan rmh sakit, dan penggunaan fogging pd dbd https://t.co/c6l1q1jvh5"
479,Fact,"kemenkes sebar nyamuk wolbachia di 5 kota, dinilai efektif lawan dbd https://t.co/n3hmrodd66",https://twitter.com/KATADATAcoid/status/1726577154903916666,Mon Nov 20 12:24:06 +0000 2023,1726577154903916666,"Kemenkes Sebar Nyamuk Wolbachia di 5 Kota, Dinilai Efektif Lawan DBD https://t.co/N3hMrODd66",0,0,0,1,in,552523769,1726577154903916666,KATADATAcoid,"kemenkes sebar nyamuk wolbachia di 5 kota, dinilai efektif lawan dbd https://t.co/n3hmrodd66"
480,Fact,"jangan panik, gigitan nyamuk wolbachia memang bikin bentol tapi tak tularkan virus dbd https://t.co/rvwhnd5alm",https://twitter.com/liputan6dotcom/status/1726575642702127411,Mon Nov 20 12:18:06 +0000 2023,1726575642702127411,"Jangan Panik, Gigitan Nyamuk Wolbachia Memang Bikin Bentol tapi Tak Tularkan Virus DBD https://t.co/RvWHND5ALm",0,0,0,1,in,47596019,1726575642702127411,liputan6dotcom,"jangan panik, gigitan nyamuk wolbachia memang bikin bentol tapi tak tularkan virus dbd https://t.co/rvwhnd5alm"
481,Unverified,"ini gmn maksudnya sih dok,penyebaran nyamuk wolbachia, terus cara menghambat dbd nya mekanisme nya gmn,? apa antara nyamuk wolbachia dan nyamuk dbd tawuran atw gmn.",https://twitter.com/mrballamin123/status/1726572268556615860,Mon Nov 20 12:04:41 +0000 2023,1726572268556615860,"@dokter_kampung Ini gmn maksudnya sih dok,penyebaran nyamuk wolbachia, terus cara menghambat dbd nya mekanisme nya gmn,? Apa antara nyamuk wolbachia dan nyamuk dbd tawuran atw gmn.",0,0,0,0,in,3892153512,1725635372963783049,mrballamin123,"ini gmn maksudnya sih dok,penyebaran nyamuk wolbachia, terus cara menghambat dbd nya mekanisme nya gmn,? apa antara nyamuk wolbachia dan nyamuk dbd tawuran atw gmn."
482,Fact,peneliti ugm sebut nyamuk wolbachia efektif tekan angka dbd https://t.co/a7xwlcwdys,https://twitter.com/tvOneNews/status/1726571999588491363,Mon Nov 20 12:03:37 +0000 2023,1726571999588491363,Peneliti UGM Sebut Nyamuk Wolbachia Efektif Tekan Angka DBD https://t.co/A7XWLCwdyS,1,1,1,2,in,55507370,1726571999588491363,tvOneNews,peneliti ugm sebut nyamuk wolbachia efektif tekan angka dbd https://t.co/a7xwlcwdys
483,Fact,"jadi jelas ya, pengembangan nyamuk wolbachia dilakukan dengan tujuan baik yakni menekan dbd   mengenai pro &amp  kontra yg berkembang soal rekayasa genetika pada nyamuk wolbachia   dipastikan tidak benar ❌  sebab, semua prosesnya dilakukan secara alami &amp  tanpa manipulasi https://t.co/qkcopw9jgn",https://twitter.com/KemenkesRI/status/1726571713746583686,Mon Nov 20 12:02:29 +0000 2023,1726571713746583686,"Jadi jelas ya, pengembangan nyamuk wolbachia dilakukan dengan tujuan baik yakni menekan DBD   Mengenai pro &amp  kontra yg berkembang soal rekayasa genetika pada nyamuk wolbachia   Dipastikan tidak benar ❌  Sebab, semua prosesnya dilakukan secara alami &amp  tanpa manipulasi https://t.co/qkCOPw9JGN",1,3,3,1,in,161236190,1726559656766808493,KemenkesRI,"jadi jelas ya, pengembangan nyamuk wolbachia dilakukan dengan tujuan baik yakni menekan dbd   mengenai pro &amp  kontra yg berkembang soal rekayasa genetika pada nyamuk wolbachia   dipastikan tidak benar ❌  sebab, semua prosesnya dilakukan secara alami &amp  tanpa manipulasi https://t.co/qkcopw9jgn"
484,Fact,"saat ini, penyebaran nyamuk wolbachia untuk mencegah dbd telah dilakukan di beberapa negara &amp  terbukti efektif   di indonesia, penyebaran nyamuk wolbachia diterapkan di 5 kab/kota, salah satunya yogyakarta  bagaimana hasilnya?   📌 77% kasus dbd dan 86% perawatan di rs turun ✨ https://t.co/9qwgijhv4b",https://twitter.com/KemenkesRI/status/1726567732504867227,Mon Nov 20 11:46:40 +0000 2023,1726567732504867227,"Saat ini, penyebaran nyamuk wolbachia untuk mencegah DBD telah dilakukan di beberapa negara &amp  terbukti efektif   Di Indonesia, penyebaran nyamuk wolbachia diterapkan di 5 kab/kota, salah satunya Yogyakarta  Bagaimana hasilnya?   📌 77% kasus DBD dan 86% perawatan di RS turun ✨ https://t.co/9QWGIjHV4B",0,4,3,1,in,161236190,1726559656766808493,KemenkesRI,"saat ini, penyebaran nyamuk wolbachia untuk mencegah dbd telah dilakukan di beberapa negara &amp  terbukti efektif   di indonesia, penyebaran nyamuk wolbachia diterapkan di 5 kab/kota, salah satunya yogyakarta  bagaimana hasilnya?   📌 77% kasus dbd dan 86% perawatan di rs turun ✨ https://t.co/9qwgijhv4b"
485,Unverified,"mengenal nyamuk wolbachia buatan bill gates, diklaim dapat basmi dbd  apa itu nyamuk wolbachia? apakah aman bagi kesehatan manusia atau sebaliknya? 🦟  &gt &gt  https://t.co/txhb3jg6ra  via",https://twitter.com/detikcom/status/1726552213785391189,Mon Nov 20 10:45:00 +0000 2023,1726552213785391189,"Mengenal Nyamuk Wolbachia Buatan Bill Gates, Diklaim Dapat Basmi DBD  Apa itu nyamuk Wolbachia? Apakah aman bagi kesehatan manusia atau sebaliknya? 🦟  &gt &gt  https://t.co/TxHb3Jg6Ra  Via @detik_edu",0,7,2,2,in,69183155,1726552213785391189,detikcom,"mengenal nyamuk wolbachia buatan bill gates, diklaim dapat basmi dbd  apa itu nyamuk wolbachia? apakah aman bagi kesehatan manusia atau sebaliknya? 🦟  &gt &gt  https://t.co/txhb3jg6ra  via"
486,Fact,gabakal dbd kan ada wolbachia,https://twitter.com/zarr8r/status/1726551794552344889,Mon Nov 20 10:43:20 +0000 2023,1726551794552344889,@hasnazilann gabakal dbd kan ada wolbachia,0,1,0,0,in,1475019017295253506,1726240158301983145,zarr8r,gabakal dbd kan ada wolbachia
487,Fact,"berdasarkan penelitian, jika nyamuk berbakteri wolbachia kawin dengan nyamuk aedes aegypti, maka bakteri tersebut dapat menekan virus dengue penyebab dbd https://t.co/i7tlo5scmj",https://twitter.com/validnewsid/status/1726551217705484429,Mon Nov 20 10:41:02 +0000 2023,1726551217705484429,"Berdasarkan penelitian, jika nyamuk berbakteri Wolbachia kawin dengan nyamuk Aedes Aegypti, maka bakteri tersebut dapat menekan virus dengue penyebab DBD https://t.co/i7TlO5scmj",0,0,0,0,in,874558344593195008,1726551217705484429,validnewsid,"berdasarkan penelitian, jika nyamuk berbakteri wolbachia kawin dengan nyamuk aedes aegypti, maka bakteri tersebut dapat menekan virus dengue penyebab dbd https://t.co/i7tlo5scmj"
488,Unverified,nyamuk wolbachia tak hanya bisa turunkan kasus dbd tapi juga zika dan chikungunya https://t.co/t7fcbsnpde,https://twitter.com/liputan6dotcom/status/1726541919050969208,Mon Nov 20 10:04:05 +0000 2023,1726541919050969208,Nyamuk Wolbachia Tak Hanya Bisa Turunkan Kasus DBD tapi Juga Zika dan Chikungunya https://t.co/T7FcBsNPde,0,0,0,5,in,47596019,1726541919050969208,liputan6dotcom,nyamuk wolbachia tak hanya bisa turunkan kasus dbd tapi juga zika dan chikungunya https://t.co/t7fcbsnpde
489,Fact,"kemenkes ungkap nyamuk wolbachia dapat atasi dbd, terbukti di 9 negara https://t.co/uif6u7c9g6",https://twitter.com/haibundacom/status/1726537733584380277,Mon Nov 20 09:47:27 +0000 2023,1726537733584380277,"Kemenkes Ungkap Nyamuk Wolbachia Dapat Atasi DBD, Terbukti di 9 Negara https://t.co/Uif6U7C9g6",0,0,0,0,in,864334585860980737,1726537733584380277,haibundacom,"kemenkes ungkap nyamuk wolbachia dapat atasi dbd, terbukti di 9 negara https://t.co/uif6u7c9g6"
490,Fact,"yuk, cegah dbd dengan menerapkan teknologi wolbachia!",https://twitter.com/AyoSehatKemkes/status/1726527765330194505,Mon Nov 20 09:07:51 +0000 2023,1726527765330194505,"Yuk, cegah DBD dengan menerapkan Teknologi Wolbachia!  #Wolbachia #AnakSehat #AyoSehat",0,0,0,0,in,187969012,1726527762876518417,AyoSehatKemkes,"yuk, cegah dbd dengan menerapkan teknologi wolbachia!"
491,Fact,"hi healthies,  demam berdarah dengue (dbd) merupakan penyakit disebabkan oleh virus dengue yang ditularkan melalui nyamuk aedes aegypti. untuk mengendalikan kasus dbd, pemerintah indonesia mengenalkan teknologi wolbachia yang telah terbukti efektif mampu menurunkan kejadian dbd. https://t.co/xowjodhjjt",https://twitter.com/AyoSehatKemkes/status/1726527762876518417,Mon Nov 20 09:07:50 +0000 2023,1726527762876518417,"Hi Healthies,  Demam Berdarah Dengue (DBD) merupakan penyakit disebabkan oleh Virus Dengue yang ditularkan melalui nyamuk Aedes aegypti. Untuk mengendalikan kasus DBD, pemerintah Indonesia mengenalkan Teknologi Wolbachia yang telah terbukti efektif mampu menurunkan kejadian DBD. https://t.co/XowJOdhJjt",0,1,11,9,in,187969012,1726527762876518417,AyoSehatKemkes,"hi healthies,  demam berdarah dengue (dbd) merupakan penyakit disebabkan oleh virus dengue yang ditularkan melalui nyamuk aedes aegypti. untuk mengendalikan kasus dbd, pemerintah indonesia mengenalkan teknologi wolbachia yang telah terbukti efektif mampu menurunkan kejadian dbd. https://t.co/xowjodhjjt"
492,Fact,"wolbachia ini dah diterapkan di jogja beberapa tahun yll. alhamdulillah, jaman covid kami ga harus dealing sama dbd juga. ga kebayang kalo barengan..",https://twitter.com/savrinasastro/status/1726526360095756741,Mon Nov 20 09:02:16 +0000 2023,1726526360095756741,"@gusdeparta @tamim_pardede @PartaiSocmed Wolbachia ini dah diterapkan di Jogja beberapa tahun yll. Alhamdulillah, jaman covid kami ga harus dealing sama DBD juga. Ga kebayang kalo barengan..",0,0,0,0,in,219894192,1724455758472049140,savrinasastro,"wolbachia ini dah diterapkan di jogja beberapa tahun yll. alhamdulillah, jaman covid kami ga harus dealing sama dbd juga. ga kebayang kalo barengan.."
493,Fact,"pakar ugm ungkap fakta nyamuk wolbachia, solusi efektif tekan kasus dbd https://t.co/tefsaukqja",https://twitter.com/trenasiadotcom/status/1726523793055912074,Mon Nov 20 08:52:04 +0000 2023,1726523793055912074,"Pakar UGM Ungkap Fakta Nyamuk Wolbachia, Solusi Efektif Tekan Kasus DBD https://t.co/teFSAUkqJa #TrenAsia",0,0,0,0,in,1675698038625673219,1726523793055912074,trenasiadotcom,"pakar ugm ungkap fakta nyamuk wolbachia, solusi efektif tekan kasus dbd https://t.co/tefsaukqja"
494,Fact,"fakta nyamuk wolbachia, si kecil pencegah dbd https://t.co/m7elqqqet2 https://t.co/44hp0eg0in",https://twitter.com/soloposdotcom/status/1726523561467417050,Mon Nov 20 08:51:08 +0000 2023,1726523561467417050,"Fakta Nyamuk Wolbachia, Si Kecil Pencegah DBD https://t.co/m7elqqqET2 https://t.co/44hp0eG0In",0,0,0,0,in,155169715,1726523561467417050,soloposdotcom,"fakta nyamuk wolbachia, si kecil pencegah dbd https://t.co/m7elqqqet2 https://t.co/44hp0eg0in"
495,Fact,kenapa nyamuk wolbachia bisa untuk mengurangi penyakit dbd? ini penjelasannya https://t.co/izmy03ym4u,https://twitter.com/indobc_id/status/1726517568100532460,Mon Nov 20 08:27:20 +0000 2023,1726517568100532460,Kenapa Nyamuk Wolbachia Bisa untuk Mengurangi Penyakit DBD? Ini Penjelasannya https://t.co/IZMy03Ym4U,0,0,0,0,in,165466696,1726517568100532460,indobc_id,kenapa nyamuk wolbachia bisa untuk mengurangi penyakit dbd? ini penjelasannya https://t.co/izmy03ym4u
496,Fact,"dinkes dki sudah sebar nyamuk wolbachia di jakbar, harap tekan dbd https://t.co/njptrsuikp",https://twitter.com/idx_channel/status/1726503140302750124,Mon Nov 20 07:30:00 +0000 2023,1726503140302750124,"Dinkes DKI Sudah Sebar Nyamuk Wolbachia di Jakbar, Harap Tekan DBD https://t.co/njPTRSuiKP",0,0,0,0,in,4755284968,1726503140302750124,idx_channel,"dinkes dki sudah sebar nyamuk wolbachia di jakbar, harap tekan dbd https://t.co/njptrsuikp"
497,Fact,"nyamuk wolbachia sudah disebar di jakarta, dinkes: untuk kurangi dbd https://t.co/qgvcksa9by",https://twitter.com/officialinews_/status/1726493074061213912,Mon Nov 20 06:50:00 +0000 2023,1726493074061213912,"Nyamuk Wolbachia Sudah Disebar di Jakarta, Dinkes: Untuk Kurangi DBD https://t.co/QgVcksa9bY",0,0,0,0,in,132078023,1726493074061213912,officialinews_,"nyamuk wolbachia sudah disebar di jakarta, dinkes: untuk kurangi dbd https://t.co/qgvcksa9by"
498,Fact,"nyamuk wolbachia sudah disebar di jakarta, dinkes: untuk kurangi dbd https://t.co/dhlgnrt39y",https://twitter.com/inewsdotid/status/1726493074061177095,Mon Nov 20 06:50:00 +0000 2023,1726493074061177095,"Nyamuk Wolbachia Sudah Disebar di Jakarta, Dinkes: Untuk Kurangi DBD https://t.co/dhlgNrt39y",0,0,0,0,in,944180887171743745,1726493074061177095,inewsdotid,"nyamuk wolbachia sudah disebar di jakarta, dinkes: untuk kurangi dbd https://t.co/dhlgnrt39y"
499,Fact,"mulai ramai pembahasan nyamuk wolbachia, benarkah ada dan efektif atasi dbd?""  kementerian kesehatan ri mengatakan inovasi teknologi wolbachia ini mampu menurunkan penyebaran demam berdarah dengue (dbd).  https://t.co/uhbrhr6bet lewat """,https://twitter.com/TribunJualBeli/status/1726492080346947806,Mon Nov 20 06:46:03 +0000 2023,1726492080346947806,"Mulai Ramai Pembahasan Nyamuk Wolbachia, Benarkah Ada dan Efektif Atasi DBD?""  Kementerian Kesehatan RI mengatakan inovasi teknologi wolbachia ini mampu menurunkan penyebaran Demam Berdarah Dengue (DBD).  https://t.co/UHbRHr6Bet lewat @tribunjualbeli""",0,0,0,1,in,1101220231,1726492080346947806,TribunJualBeli,"mulai ramai pembahasan nyamuk wolbachia, benarkah ada dan efektif atasi dbd?""  kementerian kesehatan ri mengatakan inovasi teknologi wolbachia ini mampu menurunkan penyebaran demam berdarah dengue (dbd).  https://t.co/uhbrhr6bet lewat """
500,Fact,"dengan hasil positif yang telah dicapai di berbagai negara, kemenkes yakin teknologi wolbachia menjadi sebuah terobosan penting dalam upaya mengatasi demam berdarah dengue (dbd).  https://t.co/e1tragztzu",https://twitter.com/officialInibaru/status/1726488746693120105,Mon Nov 20 06:32:48 +0000 2023,1726488746693120105,"Dengan hasil positif yang telah dicapai di berbagai negara, Kemenkes yakin teknologi wolbachia menjadi sebuah terobosan penting dalam upaya mengatasi demam berdarah dengue (DBD). #inibaruid https://t.co/E1trAGzTZU",0,0,0,0,in,915242765453213696,1726488746693120105,officialInibaru,"dengan hasil positif yang telah dicapai di berbagai negara, kemenkes yakin teknologi wolbachia menjadi sebuah terobosan penting dalam upaya mengatasi demam berdarah dengue (dbd).  https://t.co/e1tragztzu"
501,Fake,penelitian: nyamuk wolbachia memang menurunkan dbd namun terbukti meningkatkan virus lain. risiko ini disembunyikan oleh  dan berpotensi menimbulkan pandemi baru. https://t.co/nxsjlm1zx6 https://t.co/nz0cnvdbgd,https://twitter.com/TedInvestigasi/status/1726461494760710525,Mon Nov 20 04:44:31 +0000 2023,1726461494760710525,Penelitian: Nyamuk Wolbachia memang menurunkan DBD namun terbukti meningkatkan virus lain. Risiko ini disembunyikan oleh @KemenkesRI dan berpotensi menimbulkan pandemi baru. https://t.co/nxsJlM1zX6 https://t.co/nz0CnVdbGD,5,9,205,228,in,1613929735020773376,1726461494760710525,TedInvestigasi,penelitian: nyamuk wolbachia memang menurunkan dbd namun terbukti meningkatkan virus lain. risiko ini disembunyikan oleh  dan berpotensi menimbulkan pandemi baru. https://t.co/nxsjlm1zx6 https://t.co/nz0cnvdbgd
